crystal_id,nano_id,ql,crystal_name,nano_name,school,strain,strain_id,sub_strain,professions,location,nano_cost,froob_friendly,sort_order,nano_deck,spec,min_level,mm,bm,pm,si,ts,mc
270644,270643,100,"Phasefront Ghost - White","Phasefront Ghost - White",Vehices,Land,0,Ghost,General,"Item Shop/Store",10,1,5,0,,,,,,,,
270642,270641,100,"Phasefront Ghost - Yellow","Phasefront Ghost - Yellow",Vehices,Land,0,Ghost,General,"Item Shop/Store",10,1,7,0,,,,,,,,
288803,288804,1,"Phasefront Ghost - Harvester Oni","Phasefront Ghost - Harvester Oni",Vehices,Land,0,Ghost,General,"Item Shop/Store",10,1,8,0,,,,,,,,
280531,280530,100,"Phasefront: Westerlund Loungemaster","Phasefront: Westerlund Loungemaster",Vehices,Land,0,Loungemaster,General,"Item Shop/Store",10,1,1,0,,,,,,,,
294432,294430,1,"Phasefront Loungemaster - Koleda (Unlimited)","Phasefront Loungemaster - Koleda",Vehices,Land,0,Loungemaster,General,"Item Shop/Store",10,1,2,0,,,,,,,,
288819,288820,1,"Phasefront Loungemaster - Maximajack","Phasefront Loungemaster - Maximajack",Vehices,Land,0,Loungemaster,General,"Item Shop/Store",10,1,3,0,,,,,,,,
296633,296632,1,"Phasefront Loungemaster - Ndenjese","Phasefront Loungemaster - Ndenjese",Vehices,Land,0,Loungemaster,General,"Item Shop/Store",10,1,4,0,,,,,,,,
288203,288546,1,"Phasefront Loungemaster - The Executive","Phasefront Loungemaster - The Executive",Vehices,Land,0,Loungemaster,General,"Item Shop/Store",10,1,5,0,,,,,,,,
289579,289419,1,"Phasefront Loungemaster - Orisky (Unlimited)","Phasefront Loungemaster - Treeball",Vehices,Land,0,Loungemaster,General,"Item Shop/Store",10,1,6,0,,,,,,,,
270432,270431,100,"Phasefront Phantom - Beige","Phasefront Phantom - Beige",Vehices,Land,0,Phantom,General,"Item Shop/Store",10,1,1,0,,,,,,,,
270541,270540,100,"Phasefront Phantom - Black","Phasefront Phantom - Black",Vehices,Land,0,Phantom,General,"Item Shop/Store",10,1,3,0,,,,,,,,
270543,270542,100,"Phasefront Phantom - Camo","Phasefront Phantom - Camo",Vehices,Land,0,Phantom,General,"Item Shop/Store",10,1,4,0,,,,,,,,
274273,274272,100,"Phasefront Phantom - Candy Cane Flyer","Phasefront Phantom - Candy Cane Flyer",Vehices,Land,0,Phantom,General,"Item Shop/Store",10,1,6,0,,,,,,,,
281685,281684,100,"Phasefront Phantom - Flaming Eightball","Phasefront Phantom - Flaming Eightball",Vehices,Land,0,Phantom,General,"Item Shop/Store",10,1,9,0,,,,,,,,
270539,270538,100,"Phasefront Phantom - Grey","Phasefront Phantom - Grey",Vehices,Land,0,Phantom,General,"Item Shop/Store",10,1,2,0,,,,,,,,
281669,281668,100,"Phasefront Phantom - The Jubilee Bunny","Phasefront Phantom - The Jubilee Bunny",Vehices,Land,0,Phantom,General,"Item Shop/Store",10,1,5,0,,,,,,,,
270545,270544,100,"Phasefront Phantom - White","Phasefront Phantom - White",Vehices,Land,0,Phantom,General,"Item Shop/Store",10,1,7,0,,,,,,,,
270547,270546,100,"Phasefront Phantom - Yellow","Phasefront Phantom - Yellow",Vehices,Land,0,Phantom,General,"Item Shop/Store",10,1,8,0,,,,,,,,
288809,288808,1,"Phasefront Phantom - Candy Cane Flyer","Phasefront Phantom - Candy Cane Flyer",Vehices,Land,0,Phantom,General,"Item Shop/Store",10,1,12,0,,,,,,,,
288815,288814,1,"Phasefront Phantom - Flaming Eightball","Phasefront Phantom - Flaming Eightball",Vehices,Land,0,Phantom,General,"Item Shop/Store",10,1,10,0,,,,,,,,
288813,288812,1,"Phasefront Phantom - The Jubilee Bunny","Phasefront Phantom - The Jubilee Bunny",Vehices,Land,0,Phantom,General,"Item Shop/Store",10,1,11,0,,,,,,,,
82838,82834,20,"Nano Crystal (Pronouncement of Greatness)","Pronouncement of Greatness",Morphs,Polymorph,223,Leet,Adventurer,"RK Store",10,1,3,0,,,3,5,,3,,
161681,161680,152,"NanoCrystal (Soleet Friend)","Soleet Friend","Crowd Control","Leet Charm",0,"",Adventurer,"RK Dyna",777,1,1,0,,145,,732,661,661,,
161679,161678,106,"NanoCrystal (Leetas Friend)","Leetas Friend","Crowd Control","Leet Charm",0,"",Adventurer,"RK Dyna",553,1,2,0,,100,,526,479,479,,
161677,161676,60,"NanoCrystal (Eleet Friend)","Eleet Friend","Crowd Control","Leet Charm",0,"",Adventurer,"RK Dyna",320,1,3,0,,50,,311,273,273,,
161675,161674,30,"NanoCrystal (Leet Friend)","Leet Friend","Crowd Control","Leet Charm",0,"",Adventurer,"RK Store",163,1,4,0,,25,,163,139,139,,
254885,254884,10,"Nano Crystal (Pronouncement of Character)","Pronouncement of Character",Pets,"Leet Empower",796,"",General,"Leets-R-Us (Tower Shop)",40,0,3,0,,,,,66,66,,
254883,254882,10,"Nano Crystal (Pronouncement of Decency)","Pronouncement of Decency",Pets,"Leet Empower",796,"",General,"Leets-R-Us (Tower Shop)",40,0,4,0,,,,,66,66,,
254877,254876,10,"Nano Crystal (Pronouncement of Grandeur)","Pronouncement of Grandeur",Pets,"Leet Empower",796,"",General,"Leets-R-Us (Tower Shop)",40,0,5,0,,,,,66,66,,
254881,254880,10,"Nano Crystal (Pronouncement of Prestige)","Pronouncement of Prestige",Pets,"Leet Empower",796,"",General,"Leets-R-Us (Tower Shop)",40,0,1,0,,,,,66,66,,
254879,254878,10,"Nano Crystal (Pronouncement of Virtue)","Pronouncement of Virtue",Pets,"Leet Empower",796,"",General,"Leets-R-Us (Tower Shop)",40,0,2,0,,,,,66,66,,
26555,26428,10,"Nano Crystal (LR Energy Weapon Expertise)","LR Energy Weapon Expertise","Buffs - Ranged","LR Energy Weapon Buffs",64,"",General,"No longer drops",40,1,1,0,,,,,61,61,,
26558,26431,4,"Nano Crystal (LR Energy Weapon Proficiency)","LR Energy Weapon Proficiency","Buffs - Ranged","LR Energy Weapon Buffs",64,"",General,"No longer drops",25,1,2,0,,,,,31,31,,
26556,26429,10,"Nano Crystal (LR Energy Weapon Incompetence)","LR Energy Weapon Incompetence","Debuffs - Ranged","LR Energy Weapon Debuffs",65,"",General,"No longer drops",40,1,1,0,,,,,66,66,,
26557,26430,4,"Nano Crystal (LR Energy Weapon Inexp)","LR Energy Weapon Inexp","Debuffs - Ranged","LR Energy Weapon Debuffs",65,"",General,"No longer drops",25,1,2,0,,,,,35,35,,
270803,270802,215,"Nano Crystal (Improved Dark Movement)","Improved Dark Movement",Buffs,"Major Evasion Buffs",144,"",Nano-Technician,"Dust Brigade Quest Part IV",568,0,2,1,,215,,,,1641,1641,
275706,275844,215,"Alien Matrix Alpha Box (Improved Precognition)","Improved Precognition",Buffs,"Major Evasion Buffs",144,"",Soldier,"APF Tradeskill",250,0,1,1,,215,,,1343,1343,,
302189,302188,200,"Nano Crystal (MP: Improved Anticipation of Retaliation)","Improved Anticipation of Retaliation",Buffs,"Major Evasion Buffs",144,"",Meta-Physicist,"OFAB Store",750,0,3,1,,215,,,1150,1150,,
28806,28603,90,"Nano Crystal (Dark Movement)","Dark Movement",Buffs,"Major Evasion Buffs",144,"",Nano-Technician,"RK Store",268,1,4,0,,,,,,418,418,
29369,29272,50,"Nano Crystal (Anticipation of Retaliation)","Anticipation of Retaliation",Buffs,"Major Evasion Buffs",144,"",Meta-Physicist,"RK Store",174,1,5,0,,,,,247,247,,
29359,29247,43,"Nano Crystal (Precognition)",Precognition,Buffs,"Major Evasion Buffs",144,"",Soldier,"RK Store",150,1,6,0,,,,,212,212,,
93135,93132,156,"Nano Crystal (Gridspace Freedom)","Gridspace Freedom",Buffs,"Major Evasion Buffs",144,"Major Evasion Buffs",Fixer,"Mission Reward",412,1,1,0,,,,,,775,587,
93133,93126,136,"Nano Crystal (Grid Phase Accelerator)","Grid Phase Accelerator",Buffs,"Major Evasion Buffs",144,"Major Evasion Buffs",Fixer,"Mission Reward",351,1,2,0,,,,,,666,500,
93134,93127,113,"Nano Crystal (Partial Grid Jump)","Partial Grid Jump",Buffs,"Major Evasion Buffs",144,"Major Evasion Buffs",Fixer,"RK Store",284,1,3,0,,,,,,559,399,
93139,93128,83,"Nano Crystal (Grid Surfer)","Grid Surfer",Buffs,"Major Evasion Buffs",144,"Major Evasion Buffs",Fixer,"RK Store",167,1,4,0,,,,,,413,298,
93137,93129,63,"Nano Crystal (Leech Grid Vector)","Leech Grid Vector",Buffs,"Major Evasion Buffs",144,"Major Evasion Buffs",Fixer,"RK Store",121,1,5,0,,,,,,316,226,
93138,93130,43,"Nano Crystal (Grid Runner)","Grid Runner",Buffs,"Major Evasion Buffs",144,"Major Evasion Buffs",Fixer,"RK Store",85,1,6,0,,,,,,221,161,
93136,93131,30,"Nano Crystal (Hack Grid Vector)","Hack Grid Vector",Buffs,"Major Evasion Buffs",144,"Major Evasion Buffs",Fixer,"RK Store",40,1,7,0,,,,,,159,118,
93140,93125,17,"Nano Crystal (Limited Grid Jump)","Limited Grid Jump",Buffs,"Major Evasion Buffs",144,"Major Evasion Buffs",Fixer,"RK Store",19,1,8,0,,,,,,100,74,
28954,28903,136,"Nano Crystal (Reduce Inertia)","Reduce Inertia",Buffs,"Major Evasion Buffs",144,Normal,"Martial Artist","Mission Reward",486,1,1,0,,,,,628,628,,
28929,28878,83,"Nano Crystal (Fleet Foot)","Fleet Foot",Buffs,"Major Evasion Buffs",144,Normal,"Martial Artist","RK Store",275,1,2,0,,,,,384,384,,
28923,28872,37,"Nano Crystal (Elusive Target)","Elusive Target",Buffs,"Major Evasion Buffs",144,Normal,"Martial Artist","RK Store",132,1,3,0,,,,,184,184,,
218071,218070,220,"Nano Crystal (Stutter Step)","Stutter Step",Buffs,"Major Evasion Buffs",144,Percent,"Martial Artist","Pandemonium Garden",300,0,1,0,4,220,,1755,,1745,,
218069,218068,214,"Nano Crystal (Elude Step)","Elude Step",Buffs,"Major Evasion Buffs",144,Percent,"Martial Artist","Pandemonium Garden",300,0,2,0,4,214,,1545,,1538,,
218067,218066,205,"Nano Crystal (Shuffle Step)","Shuffle Step",Buffs,"Major Evasion Buffs",144,Percent,"Martial Artist","Inferno Sanctuary / Pandemonium Garden",300,0,3,0,4,205,,1230,,1227,,
218065,218064,181,"Nano Crystal (Ward Blow)","Ward Blow",Buffs,"Major Evasion Buffs",144,Percent,"Martial Artist","Inferno Garden",300,0,4,0,3,175,,1006,,1006,,
218063,218062,128,"Nano Crystal (Misleading Conduct)","Misleading Conduct",Buffs,"Major Evasion Buffs",144,Percent,"Martial Artist","Adonis Sanctuary",300,0,5,0,2,125,,813,,813,,
218061,218060,47,"Nano Crystal (Fake Out)","Fake Out",Buffs,"Major Evasion Buffs",144,Percent,"Martial Artist","Elysium Sanctuary",300,0,6,0,1,25,,274,,274,,
223126,223125,213,"Nano Crystal (Blessed By Shadow)","Blessed By Shadow",Buffs,"Major Evasion Buffs",144,"Shadowlands Aura",Fixer,"Pandemonium Garden",4000,0,1,0,4,205,,,,1503,1248,
223132,223131,205,"Nano Crystal (Touched With Shadow)","Touched With Shadow",Buffs,"Major Evasion Buffs",144,"Shadowlands Aura",Fixer,"Inferno Sanctuary / Pandemonium Garden",3000,0,2,0,4,205,,,,1227,1052,
223130,223129,174,"Nano Crystal (Path of Shadow)","Path of Shadow",Buffs,"Major Evasion Buffs",144,"Shadowlands Aura",Fixer,"Penumbra Sanctuary",1700,0,3,0,3,165,,,,980,861,
239358,215718,120,"Nano Crystal (Shadow Trail)","Shadow Trail",Buffs,"Major Evasion Buffs",144,"Shadowlands Aura",Fixer,"RK Store",840,0,4,0,1,100,,,,767,651,
223128,223127,50,"Nano Crystal (Shadow Step)","Shadow Step",Buffs,"Major Evasion Buffs",144,"Shadowlands Aura",Fixer,"Elysium Sanctuary",250,0,5,0,1,50,,,,292,248,
273371,273370,215,"Nano Crystal (Supreme Kyudo)","Supreme Kyudo",Buffs,"Martial Artist Bow Buffs",815,"","Martial Artist","Dust Brigade Quest Part II",512,0,1,1,,215,,,1244,1244,,
263248,263249,126,"Nano Crystal (Greater Kyudo)","Greater Kyudo",Buffs,"Martial Artist Bow Buffs",815,"","Martial Artist","Scheol Yuttos Quest",352,0,3,0,,,,,514,514,,
263247,263246,126,"Nano Crystal (Kyudo)",Kyudo,Buffs,"Martial Artist Bow Buffs",815,"","Martial Artist","Scheol Scientists Quest",352,0,2,0,,,,,514,514,,
302258,302257,50,"Nano Crystal (MP: Eye of the Tigress)","Eye of the Tigress",Buffs,"Martial Artist Bow Buffs",815,"",Meta-Physicist,"OFAB Store",352,0,4,0,,,,,514,514,,
287556,287559,1,"Nano Crystal (MA: Zazen Stance)","Zazen Stance",Buffs,"Martial Artist Zazen Stance",1058,"Lost Eden","Martial Artist","OFAB Store",60,0,1,0,,,,101,,101,,
210745,210744,200,"Nano Crystal (Kiss of the Vampire)","Kiss of the Vampire",Buffs,"Martial Arts Buffs",209,"",Shade,"Mission Reward",688,0,1,0,,195,,,1047,960,,
210743,210742,174,"Nano Crystal (Voice of the Banshee)","Voice of the Banshee",Buffs,"Martial Arts Buffs",209,"",Shade,"Mission Reward",572,0,2,0,,165,,,963,891,,
28931,28880,169,"Nano Crystal (Four Fists of Kali)","Four Fists of Kali",Buffs,"Martial Arts Buffs",209,"","Martial Artist","Mission Reward",673,1,3,0,,,,,782,782,,
210741,210740,143,"Nano Crystal (Touch of the Specter)","Touch of the Specter",Buffs,"Martial Arts Buffs",209,"",Shade,"Mission Reward",502,0,4,0,,135,,,862,787,,
210739,210738,106,"Nano Crystal (Hand of the Shadow)","Hand of the Shadow",Buffs,"Martial Arts Buffs",209,"",Shade,"RK Store",371,0,5,0,,100,,,667,612,,
210737,210736,71,"Nano Crystal (Kick of the Phantom)","Kick of the Phantom",Buffs,"Martial Arts Buffs",209,"",Shade,"RK Store",233,0,6,0,,50,,,448,397,,
28946,28895,50,"Nano Crystal (Martial Arts Mastery)","Martial Arts Mastery",Buffs,"Martial Arts Buffs",209,"","Martial Artist","RK Store",170,1,7,0,,,,,241,241,,
210735,210734,29,"Nano Crystal (Knock of the Poltergeist)","Knock of the Poltergeist",Buffs,"Martial Arts Buffs",209,"",Shade,"RK Store",100,0,8,0,,25,,,183,159,,
27229,27094,10,"Nano Crystal (Martial Arts Expertise)","Martial Arts Expertise","Buffs - Melee Special","Martial Arts Buffs",85,"",General,"No longer drops",40,1,9,0,,,,,61,61,,
210733,210732,5,"Nano Crystal (Slap of the Zombie)","Slap of the Zombie",Buffs,"Martial Arts Buffs",209,"",Shade,"RK Store",22,0,10,0,,,,,41,36,,
27232,27097,4,"Nano Crystal (Martial Arts Proficiency)","Martial Arts Proficiency","Buffs - Melee Special","Martial Arts Buffs",85,"",General,"No longer drops",25,1,11,0,,,,,31,31,,
27230,27095,10,"Nano Crystal (Martial Arts Incompetence)","Martial Arts Incompetence","Debuffs - Melee Special","Martial Arts Debuffs",86,"",General,"No longer drops",40,1,1,0,,,,,66,66,,
27231,27096,4,"Nano Crystal (Martial Arts Inexperience)","Martial Arts Inexperience","Debuffs - Melee Special","Martial Arts Debuffs",86,"",General,"No longer drops",25,1,2,0,,,,,35,35,,
302275,302274,200,"Nano Crystal (NT: Izgimmer's Blessing)","Izgimmer's Blessing",Buffs,"MatCrea Buff",159,"",Nano-Technician,"OFAB Store",621,0,1,0,,201,,,965,965,,
29397,29300,165,"Nano Crystal (Mocham's Gift: MatCrea)","Mocham's Gift: MatCrea",Buffs,"MatCrea Buff",159,"",Meta-Physicist,"Mission Reward",621,1,2,0,,,,,766,766,,
151773,151762,130,"Nano Crystal (Infuse With Knowledge: Material Creation)","Infuse With Knowledge: Material Creation",Buffs,"MatCrea Buff",159,"",Meta-Physicist,"Mission Reward",459,1,3,0,,,,,607,607,,
29391,29294,43,"Nano Crystal (MatCrea Mastery)","MatCrea Mastery",Buffs,"MatCrea Buff",159,"",Meta-Physicist:Nano-Technician,"RK Store",147,1,4,0,,,,,208,208,,
151778,151765,21,"Nano Crystal (Teachings of Material Creation)","Teachings of Material Creation",Buffs,"MatCrea Buff",159,"",Meta-Physicist:Nano-Technician,"RK Store",81,1,5,0,,,,,108,108,,
27233,27098,10,"Nano Crystal (MatCrea Expertise)","MatCrea Expertise","Buffs - Nano","MatCrea Buff",87,"",General,"No longer drops",40,1,6,0,,,,,61,61,,
27236,27101,4,"Nano Crystal (MatCrea Proficiency)","MatCrea Proficiency","Buffs - Nano","MatCrea Buff",87,"",General,"No longer drops",25,1,7,0,,,,,31,31,,
27234,27099,10,"Nano Crystal (MatCrea Incompetence)","MatCrea Incompetence","Debuffs - Nano","MatCrea Debuffs",88,"",General,"No longer drops",40,1,1,0,,,,,66,66,,
27235,27100,4,"Nano Crystal (MatCrea Inexperience)","MatCrea Inexperience","Debuffs - Nano","MatCrea Debuffs",88,"",General,"No longer drops",25,1,2,0,,,,,35,35,,
29386,29289,139,"Nano Crystal (Dominate: MatMet)","Dominate: MatMet",Debuffs,"Material Metamorphosis Debuffs",158,"",Meta-Physicist,"Mission Reward",142,1,1,0,,,,,644,644,,
29421,29324,63,"Nano Crystal (Unmake: MatMet)","Unmake: MatMet",Debuffs,"Material Metamorphosis Debuffs",158,"",Meta-Physicist,"RK Store",207,1,2,0,,,,,294,294,,
29398,29301,162,"Nano Crystal (Mocham's Gift: SpaceTime)","Mocham's Gift: SpaceTime",Buffs,"MatLoc Buff",161,"",Meta-Physicist,"Mission Reward",593,1,1,0,,,,,745,745,,
151774,151758,130,"Nano Crystal (Infuse With Knowledge: Time and Space)","Infuse With Knowledge: Time and Space",Buffs,"MatLoc Buff",161,"",Meta-Physicist,"Mission Reward",450,1,2,0,,,,,599,599,,
29392,29295,40,"Nano Crystal (SpaceTime Mastery)","SpaceTime Mastery",Buffs,"MatLoc Buff",161,"",Meta-Physicist,"RK Store",142,1,3,0,,,,,200,200,,
151779,151766,21,"Nano Crystal (Teachings of Time and Space)","Teachings of Time and Space",Buffs,"MatLoc Buff",161,"",Meta-Physicist,"RK Store",74,1,4,0,,,,,100,100,,
27237,27102,10,"Nano Crystal (SpaceTime Expertise)","SpaceTime Expertise","Buffs - Nano","MatLoc Buff",89,"",General,"No longer drops",40,1,5,0,,,,,61,61,,
27240,27105,4,"Nano Crystal (SpaceTime Proficiency)","SpaceTime Proficiency","Buffs - Nano","MatLoc Buff",89,"",General,"No longer drops",25,1,6,0,,,,,31,31,,
27238,27103,10,"Nano Crystal (SpaceTime Incompetence)","SpaceTime Incompetence","Debuffs - Nano","MatLoc Debuffs",90,"",General,"No longer drops",40,1,1,0,,,,,66,66,,
27239,27104,4,"Nano Crystal (SpaceTime Inexperience)","SpaceTime Inexperience","Debuffs - Nano","MatLoc Debuffs",90,"",General,"No longer drops",25,1,2,0,,,,,35,35,,
29399,29302,162,"Nano Crystal (Mocham's Gift: MatMet)","Mocham's Gift: MatMet",Buffs,"MatMet Buff",157,"",Meta-Physicist,"Mission Reward",601,1,1,0,,,,,752,752,,
151770,151759,126,"Nano Crystal (Infuse With Knowledge: Material Metamorphose)","Infuse With Knowledge: Material Metamorphose",Buffs,"MatMet Buff",157,"",Meta-Physicist,"Mission Reward",437,1,2,0,,,,,584,584,,
29393,29296,50,"Nano Crystal (MatMet Mastery)","MatMet Mastery",Buffs,"MatMet Buff",157,"",Meta-Physicist,"RK Store",137,1,3,0,,,,,236,236,,
151775,151767,17,"Nano Crystal (Teachings of Material Metamorphose)","Teachings of Material Metamorphose",Buffs,"MatMet Buff",157,"",Meta-Physicist,"RK Store",71,1,4,0,,,,,96,96,,
27241,27106,10,"Nano Crystal (MatMet Expertise)","MatMet Expertise","Buffs - Nano","MatMet Buff",91,"",General,"No longer drops",40,1,5,0,,,,,61,61,,
27244,27109,4,"Nano Crystal (MatMet Proficiency)","MatMet Proficiency","Buffs - Nano","MatMet Buff",91,"",General,"No longer drops",25,1,6,0,,,,,31,31,,
27242,27107,10,"Nano Crystal (MatMet Incompetence)","MatMet Incompetence","Debuffs - Nano","MatMet Debuffs",92,"",General,"No longer drops",40,1,1,0,,,,,66,66,,
27243,27108,4,"Nano Crystal (MatMet Inexperience)","MatMet Inexperience","Debuffs - Nano","MatMet Debuffs",92,"",General,"No longer drops",25,1,2,0,,,,,35,35,,
29384,29287,142,"Nano Crystal (Dominate: MatCrea)","Dominate: MatCrea",Debuffs,"Matter Creation Debuffs",160,"",Meta-Physicist,"Mission Reward",522,1,1,0,,,,,666,666,,
29419,29322,73,"Nano Crystal (Unmake: MatCrea)","Unmake: MatCrea",Debuffs,"Matter Creation Debuffs",160,"",Meta-Physicist,"RK Store",248,1,2,0,,,,,350,350,,
27216,27085,7,"Nano Crystal (Improve Health)","Improve Health",Buffs,"Max Health Buffs",80,"",General,"No longer drops",25,1,1,0,,,47,39,,,,
267537,267535,200,"Nano Crystal (Bur: Last Minute Negotiations)","Last Minute Negotiations","Crowd Control",Mdb:2009:893,893,"",Bureaucrat,"OFAB Store",600,1,1,0,,,,,1501,1501,,
267539,267538,200,"Nano Crystal (Bur: Junior Last Minute Negotiations)","Junior Last Minute Negotiations","Crowd Control",Mdb:2009:893,893,"",Bureaucrat,"OFAB Store",400,1,2,0,,,,,1001,1001,,
30787,30736,152,"Nano Crystal (Maestro: Mechanical Engineering)","Maestro: Mechanical Engineering","Buffs: Tradeskills","Mechanical Engineering Buffs",174,"",Trader,"Mission Reward",512,1,1,0,,,,,728,656,,
227668,227667,135,"Nano Crystal (Mechanical Engineering Mastery)","Mechanical Engineering Mastery",Buffs,"Mechanical Engineering Buffs",174,"",Engineer,"Adonis Sanctuary",1212,0,2,0,1,135,,,839,839,,
30777,30726,83,"Nano Crystal (Journeyman: Mechanical Engineer)","Journeyman: Mechanical Engineer","Buffs: Tradeskills","Mechanical Engineering Buffs",174,"",Trader,"RK Store",252,1,3,0,,,,,402,355,,
227658,227657,82,"Nano Crystal (Mechanical Engineering Knowledge)","Mechanical Engineering Knowledge",Buffs,"Mechanical Engineering Buffs",174,"",Engineer,"Scheol Sanctuary",275,0,4,0,1,80,,,508,508,,
30759,30708,30,"Nano Crystal (Apprentice: Mechanical Engineering)","Apprentice: Mechanical Engineering","Buffs: Tradeskills","Mechanical Engineering Buffs",174,"",Trader,"RK Store",97,1,5,0,,,,,153,130,,
27245,27110,10,"Nano Crystal (Mechanical Engineering Expertise)","Mechanical Engineering Expertise","Buffs - Tradeskill","Mechanical Engineering Buffs",93,"",General,"No longer drops",40,1,6,0,,,,,61,61,,
27246,27111,4,"Nano Crystal (Mechanical Engineering Proficiency)","Mechanical Engineering Proficiency","Buffs - Tradeskill","Mechanical Engineering Buffs",93,"",General,"No longer drops",25,1,7,0,,,,,31,31,,
155370,155350,120,"Nano Crystal (Bootleg Blades 'n Blunts (OP-CC))","Bootleg Blades 'n Blunts (OP-CC)",Creation,"Melee Weapon",0,"",Fixer,"Mission Reward",247,1,1,0,,,,,,,583,687
155371,155351,113,"Nano Crystal (Bootleg Blades 'n Blunts (OP-CLXXX))","Bootleg Blades 'n Blunts (OP-CLXXX)",Creation,"Melee Weapon",0,"",Fixer,"Mission Reward",228,1,2,0,,,,,,,549,644
155372,155352,107,"Nano Crystal (Bootleg Blades 'n Blunts (OP-CLX))","Bootleg Blades 'n Blunts (OP-CLX)",Creation,"Melee Weapon",0,"",Fixer,"Mission Reward",209,1,3,0,,,,,,,500,625
155373,155353,103,"Nano Crystal (Bootleg Blades 'n Blunts (OP-CXL))","Bootleg Blades 'n Blunts (OP-CXL)",Creation,"Melee Weapon",0,"",Fixer,"Mission Reward",192,1,4,0,,,,,,,450,611
155374,155354,90,"Nano Crystal (Bootleg Blades 'n Blunts (OP-CXX))","Bootleg Blades 'n Blunts (OP-CXX)",Creation,"Melee Weapon",0,"",Fixer,"Mission Reward",167,1,5,0,,,,,,,388,528
155375,155355,67,"Nano Crystal (Bootleg Blades 'n Blunts (OP-C))","Bootleg Blades 'n Blunts (OP-C)",Creation,"Melee Weapon",0,"",Fixer,"Mission Reward",135,1,6,0,,,,,,,315,401
155376,155356,54,"Nano Crystal (Bootleg Blades 'n Blunts (OP-LXXX))","Bootleg Blades 'n Blunts (OP-LXXX)",Creation,"Melee Weapon",0,"",Fixer,"Mission Reward",105,1,7,0,,,,,,,244,313
155377,155357,34,"Nano Crystal (Bootleg Blades 'n Blunts (OP-LX))","Bootleg Blades 'n Blunts (OP-LX)",Creation,"Melee Weapon",0,"",Fixer,"Mission Reward",74,1,8,0,,,,,,,171,211
155378,155358,21,"Nano Crystal (Bootleg Blades 'n Blunts (OP-XL))","Bootleg Blades 'n Blunts (OP-XL)",Creation,"Melee Weapon",0,"",Fixer,"Mission Reward",47,1,9,0,,,,,,,112,140
155379,155359,8,"Nano Crystal (Bootleg Blades 'n Blunts (OP-XX))","Bootleg Blades 'n Blunts (OP-XX)",Creation,"Melee Weapon",0,"",Fixer,"Mission Reward",20,1,10,0,,,,,,,49,62
29792,29630,76,"Nano Crystal (Brutal Thug)","Brutal Thug",Buffs,"Melee Weapon Buffs Line",180,"1H Blunt and 2H Blunt Buffs",Enforcer,"RK Store",291,1,1,0,,,,,366,366,,
29806,29644,30,"Nano Crystal (Headcracker)",Headcracker,Buffs,"Melee Weapon Buffs Line",180,"1H Blunt and 2H Blunt Buffs",Enforcer,"RK Store",119,1,2,0,,,,,149,149,,
202847,202846,197,"NanoCrystal (Calling of Thor)","Calling of Thor",Buffs,"Melee Weapon Buffs Line",180,"1H Blunt Buffs",Enforcer,"RK Dyna",666,1,1,0,,195,,,866,866,,
202845,202844,173,"NanoCrystal (Thugs Jubilation)","Thugs Jubilation",Buffs,"Melee Weapon Buffs Line",180,"1H Blunt Buffs",Enforcer,"RK Dyna",569,1,2,0,,165,,,809,809,,
202843,202842,133,"NanoCrystal (Thugs Glory)","Thugs Glory",Buffs,"Melee Weapon Buffs Line",180,"1H Blunt Buffs",Enforcer,"RK Dyna",482,1,3,0,,125,,,705,705,,
202841,202840,59,"NanoCrystal (Thugs Joy)","Thugs Joy",Buffs,"Melee Weapon Buffs Line",180,"1H Blunt Buffs",Enforcer,"RK Store",188,1,4,0,,50,,,295,295,,
202819,202818,197,"NanoCrystal (Rampage of the Berserker)","Rampage of the Berserker",Buffs,"Melee Weapon Buffs Line",180,"1H Edged Buffs",Enforcer,"RK Dyna",666,1,1,0,,195,,,866,866,,
202817,202816,173,"NanoCrystal (Edge of Diamond)","Edge of Diamond",Buffs,"Melee Weapon Buffs Line",180,"1H Edged Buffs",Enforcer,"RK Dyna",569,1,2,0,,165,,,809,809,,
202794,202793,133,"NanoCrystal (Edge of Titanium)","Edge of Titanium",Buffs,"Melee Weapon Buffs Line",180,"1H Edged Buffs",Enforcer,"RK Dyna",482,1,3,0,,125,,,705,705,,
202792,202791,89,"NanoCrystal (Edge of Molybdenum)","Edge of Molybdenum",Buffs,"Melee Weapon Buffs Line",180,"1H Edged Buffs",Enforcer,"RK Dyna",302,1,4,0,,75,,,461,461,,
202775,202774,59,"NanoCrystal (Edge of the Buccaneer)","Edge of the Buccaneer",Buffs,"Melee Weapon Buffs Line",180,"1H Edged Buffs",Enforcer,"RK Store",188,1,5,0,,50,,,295,295,,
202740,202739,30,"NanoCrystal (Edge of the Barber)","Edge of the Barber",Buffs,"Melee Weapon Buffs Line",180,"1H Edged Buffs",Enforcer,"RK Store",103,1,6,0,,25,,,156,156,,
202724,202776,8,"NanoCrystal (Edge of Steel)","Edge of Steel",Buffs,"Melee Weapon Buffs Line",180,"1H Edged Buffs",Enforcer,"RK Store",33,1,7,0,,,,,49,49,,
202857,202856,197,"NanoCrystal (Rampage of Juggernaut)","Rampage of Juggernaut",Buffs,"Melee Weapon Buffs Line",180,"2H Blunt Buffs",Enforcer,"RK Dyna",666,1,1,0,,195,,,866,866,,
