# Version: 18.08.58.03
# Requires: 20230108112714_CreateItemDBs.shared
lowid,highid,lowql,highql,name,icon,froob_friendly,slot,flags,in_game
221996,221996,103,103,"Tainted Shadow Crystal (Quantum Wings)",220411,0,0,4194819,1
221998,221998,149,149,"Shattered Nano Crystal",300932,1,0,4194819,1
222001,222001,33,33,"Overcharged Corroded Nano Crystal (Blight)",220423,1,0,-2143288829,1
222004,222004,27,27,"Dirty Money Shadow Crystal (Mass Illusory Paralysis)",220423,1,0,4194819,1
222005,222005,132,132,"Overcharged Corroded Nano Crystal (Coronet of Frost)",220437,1,0,4194819,1
222006,222006,136,136,"Dirty Money Shadow Crystal (Allure of Servitude)",220412,1,0,4194819,1
222007,222007,86,86,"Failed Repaired Crystal (Superior Shielding Barrier)",220433,1,0,4194819,1
222009,222009,116,116,"Overcharged Corroded Nano Crystal (Focused Ray)",220437,1,0,4194819,1
222010,222010,182,182,"Severly Corroded Shadow Crystal (Sophisticated Health Plunder)",220436,0,0,4194819,1
222011,222011,47,47,"Overcharged Corroded Nano Crystal (Chaotic Entropy)",220423,1,0,4194819,1
222012,222012,63,63,"Failed Repaired Crystal (Shielding Barrier)",220433,1,0,4194819,1
222013,222013,156,156,"Tainted Shadow Crystal (Calling of Altumus)",220411,0,0,4194819,1
222014,222014,86,86,"Tainted Shadow Crystal (Wrath Incarnation)",220431,0,0,4194819,1
222016,222016,146,146,"Failed Repaired Crystal (Flawed Warbot)",220411,1,0,4194819,1
222017,222017,20,20,"Dirty Money Shadow Crystal (Supervisor-Grade Helper-Droid)",220424,1,0,4194819,1
222018,222018,126,126,"Dirty Money Shadow Crystal (Muddled Psyche)",220437,1,0,4194819,1
222021,222021,27,27,"Dirty Money Shadow Crystal (Lesser Pheromone Control)",220425,1,0,4194819,1
222023,222023,90,90,"Overcharged Corroded Nano Crystal (Particle Shower)",220430,1,0,4194819,1
222025,222025,50,50,"Shattered Nano Crystal",300932,1,0,4194819,1
222026,222026,156,156,"Overcharged Corroded Nano Crystal (Crown of Frost)",220437,1,0,4194819,1
222027,222027,113,113,"Tainted Shadow Crystal (Lesser Frenzy Embodiment)",220411,0,0,4194819,1
222028,222028,90,90,"Snow Crashed Shadow Crystal (Greater Halt Flight)",220430,1,0,4194819,1
222029,222029,182,182,"Overcharged Corroded Nano Crystal (Fleeting Immunity)",220413,1,0,4194819,1
222031,222031,24,24,"Severly Corroded Shadow Crystal (Major Health Funnel)",220422,0,0,4194819,1
222033,222033,14,14,"Failed Repaired Crystal (Perfected Automaton)",220424,1,0,4194819,1
222034,222034,159,159,"Overcharged Corroded Nano Crystal (Peaceful Intentions)",220437,1,0,4194819,1
222036,222036,50,50,"Shattered Nano Crystal",300932,1,0,4194819,1
222037,222037,76,76,"Overcharged Corroded Nano Crystal (Convergent Energy Beam)",220430,1,0,4194819,1
222039,222039,70,70,"Severly Corroded Shadow Crystal (Delayed Health Payment)",220429,0,0,4194819,1
222040,222040,139,139,"Tainted Shadow Crystal (Superior Frenzy Embodiment)",220411,0,0,4194819,1
222041,222041,139,139,"Failed Repaired Crystal (Inferior Warbot)",220411,1,0,4194819,1
222042,222042,63,63,"Failed Repaired Crystal (Flawed Gladiatorbot)",220431,1,0,4194819,1
222043,222043,129,129,"Failed Repaired Crystal (Feeble Warbot)",220411,1,0,4194819,1
222045,222045,7,7,"Dirty Money Shadow Crystal (Advanced Worker)",220424,1,0,4194819,1
222046,222046,14,14,"Dirty Money Shadow Crystal (Director-Grade Worker-Droid)",220424,1,0,4194819,1
222047,222047,126,126,"Failed Repaired Crystal (Advanced Defensive Screen)",220413,1,0,4194819,1
222048,222048,20,20,"Failed Repaired Crystal (Feeble Android)",220424,1,0,4194819,1
222049,222049,17,17,"Snow Crashed Shadow Crystal (Medical Claim)",220422,1,0,4194819,1
222051,222051,119,119,"Overcharged Corroded Nano Crystal (Bio-Acid Spray)",220437,1,0,4194819,1
222053,222053,37,37,"Tainted Shadow Crystal (Mind Scream)",220423,0,0,-2143288829,1
222054,222054,4,4,"Overcharged Corroded Nano Crystal (Poke Eyes)",220425,1,0,4194819,1
222056,222056,50,50,"Shattered Nano Crystal",300932,1,0,4194819,1
222057,222057,86,86,"Shattered Nano Crystal",300932,1,0,4194819,1
222059,222059,73,73,"Overcharged Corroded Nano Crystal (On-The-Fly Compression)",220429,1,0,4194819,1
222060,222060,4,4,"Tainted Shadow Crystal (Superior Anger Manifestation)",220424,0,0,4194819,1
222061,222061,142,142,"Severly Corroded Shadow Crystal (Patchy Health Plunder)",220436,0,0,4194819,1
222062,222062,33,33,"Dirty Money Shadow Crystal (Lesser Musculature Command)",220423,1,0,4194819,1
222063,222063,149,149,"Failed Repaired Crystal (Citadel of Spikes)",220413,1,0,4194819,1
222065,222065,93,93,"Tainted Shadow Crystal (Greater Wrath Incarnation)",220431,0,0,4194819,1
222066,222066,73,73,"Dirty Money Shadow Crystal (Limited Aide-Droid)",220431,1,0,4194819,1
222067,222067,80,80,"Dirty Money Shadow Crystal (Illusory Paralysis)",220430,1,0,4194819,1
222070,222070,136,136,"Shattered Nano Crystal",300932,1,0,513,1
222071,222071,136,136,"Dirty Money Shadow Crystal (Droid Overhaul)",220436,1,0,4194819,1
222072,222072,7,7,"Tainted Shadow Crystal (Shed Anger)",220425,0,0,4194819,1
222073,222073,172,172,"Overcharged Corroded Nano Crystal (Greater Searing Stream)",220437,1,0,4194819,1
222074,222074,14,14,"Shattered Nano Crystal",300932,1,0,4194817,1
222075,222075,57,57,"Overcharged Corroded Nano Crystal (Enveloping Darkness)",220432,1,0,4194819,1
222076,222076,90,90,"Failed Repaired Crystal (Feeble Guardbot)",220431,1,0,4194819,1
222078,222078,17,17,"Failed Repaired Crystal (Semi-Sentient Automaton)",220424,1,0,4194819,1
222079,222079,109,109,"Failed Repaired Crystal (Guardbot)",220411,1,0,4194819,1
222081,222081,106,106,"Dirty Money Shadow Crystal (Faithful Secretary-Droid)",220411,1,0,4194819,1
222083,222083,4,4,"Shattered Nano Crystal",300932,1,0,4194817,1
222084,222084,152,152,"Overcharged Corroded Nano Crystal (Jobe Nano Libraries)",220436,1,0,4194819,1
222087,222087,20,20,"Dirty Money Shadow Crystal (Advanced Helper)",220424,1,0,4194819,1
222089,222089,20,20,"Shattered Nano Crystal",300932,1,0,513,1
222090,222090,152,152,"Failed Repaired Crystal (Advanced Warbot)",220411,1,0,4194819,1
222091,222091,169,169,"Dirty Money Shadow Crystal (Director-Grade Bodyguard)",220411,1,0,4194819,1
222092,222092,156,156,"Snow Crashed Shadow Crystal (Spin Nanoweb)",220437,1,0,4194819,1
222093,222093,126,126,"Dirty Money Shadow Crystal (Greater Mass Illusory Paralysis)",220437,1,0,4194819,1
222094,222094,90,90,"Overcharged Corroded Nano Crystal (Foul Bane)",220430,1,0,4194819,1
222096,222096,14,14,"Failed Repaired Crystal (Advanced Automaton)",220424,1,0,4194819,1
222098,222098,14,14,"Tainted Shadow Crystal (Lesser Fury Externalization)",220424,0,0,4194819,1
222099,222099,123,123,"Dirty Money Shadow Crystal (Director-Grade Secretary-Droid)",220411,1,0,4194819,1
222100,222100,40,40,"Overcharged Corroded Nano Crystal (Lesser Bane of the Living)",220423,1,0,4194819,1
222102,222102,119,119,"Failed Repaired Crystal (Perfected Guardbot)",220411,1,0,4194819,1
222104,222104,66,66,"Overcharged Corroded Nano Crystal (Viral Assault)",220430,1,0,4194819,1
222106,222106,156,156,"Dirty Money Shadow Crystal (Director-Grade Minion)",220411,1,0,4194819,1
222111,222111,159,159,"Tainted Shadow Crystal (Enmity Personification)",220411,0,0,4194819,1
222112,222112,76,76,"Severly Corroded Shadow Crystal (Embrace of Greed)",220430,0,0,4194819,1
222113,222113,50,50,"Severly Corroded Shadow Crystal (Patchy Health Freeloader)",220422,0,0,4194819,1
222115,222115,179,179,"Overcharged Corroded Nano Crystal (Stinging Missile Swarm)",220437,1,0,4194819,1
222116,222116,41,41,"Severly Corroded Shadow Crystal (Proficient Health Haggler)",220422,0,0,4194819,1
222117,222117,149,149,"Shattered Nano Crystal",300932,1,0,-2147483135,1
222118,222118,107,107,"Severly Corroded Shadow Crystal (Team Skill Wrangler (Major))",220412,0,0,4194819,1
222119,222119,4,4,"Overcharged Corroded Nano Crystal (Enhance Nano Communication)",220424,1,0,4194819,1
222121,222121,10,10,"Snow Crashed Shadow Crystal (Lesser Nano Net)",220423,1,0,4194819,1
222123,222123,43,43,"Snow Crashed Shadow Crystal (Grid Runner)",220424,1,0,4194819,1
222126,222126,146,146,"Dirty Money Shadow Crystal (Faithful Minion)",220411,1,0,4194819,1
222127,222127,106,106,"Severly Corroded Shadow Crystal (Redeem AC (Minor))",220413,0,0,4194819,1
222128,222128,109,109,"Failed Repaired Crystal (Advanced Shielding Barrier)",220413,1,0,4194819,1
222130,222130,189,189,"Failed Repaired Crystal (Slayerdroid Sentinel)",220411,1,0,4194819,1
222131,222131,14,14,"Tainted Shadow Crystal (Internal Focus)",220425,0,0,4194819,1
222132,222132,50,50,"Shattered Nano Crystal",300932,1,0,4194819,1
222133,222133,149,149,"Overcharged Corroded Nano Crystal (Collapsing Hadron String)",220437,1,0,4194819,1
222134,222134,30,30,"Overcharged Corroded Nano Crystal (Bewilder)",220423,1,0,4194819,1
222135,222135,1,1,"Overcharged Corroded Nano Crystal (Rudimentary Humidity Extractor)",220424,1,0,4194819,1
222136,222136,83,83,"Severly Corroded Shadow Crystal (Pyramid Marketing)",220430,0,0,4194819,1
222137,222137,182,182,"Shattered Nano Crystal",300932,1,0,513,1
222140,222140,103,103,"Overcharged Corroded Nano Crystal (Chemical Liquefaction)",220437,1,0,4194819,1
222142,222142,7,7,"Snow Crashed Shadow Crystal (Passive Distributed Entanglement)",220423,1,0,4194819,1
222145,222145,24,24,"Overcharged Corroded Nano Crystal (Accelerated Titanium Pellet)",220423,1,0,4194819,1
222146,222146,93,93,"Failed Repaired Crystal (Lesser Guardbot)",220431,1,0,4194819,1
222147,222147,162,162,"Failed Repaired Crystal (Inferior Warmachine)",220411,1,0,4194819,1
222151,222151,119,119,"Dirty Money Shadow Crystal (Executive-Grade Secretary-Droid)",220411,1,0,4194819,1
222152,222152,86,86,"Failed Repaired Crystal (Semi-Sentient Gladiatorbot)",220431,1,0,4194819,1
222153,222153,33,33,"Failed Repaired Crystal (Basic Protective Field)",220426,1,0,4194819,1
222154,222154,50,50,"Shattered Nano Crystal",300932,1,0,4194819,1
222155,222155,4,4,"Failed Repaired Crystal (Greater Armor Megaboost)",220426,1,0,4194819,1
222156,222156,179,179,"Dirty Money Shadow Crystal (Greater Fear of Attention)",220437,1,0,4194819,1
222157,222157,149,149,"Severly Corroded Shadow Crystal (Draw AC (Major))",220413,0,0,4194819,1
222160,222160,37,37,"Severly Corroded Shadow Crystal (Commonplace Delayed Health Payment)",220422,0,0,4194819,1
222163,222163,149,149,"Dirty Money Shadow Crystal (Advanced Minion)",220411,1,0,4194819,1
222164,222164,57,57,"Overcharged Corroded Nano Crystal (Hoary Seep)",220430,1,0,4194819,1
222165,222165,109,109,"Dirty Money Shadow Crystal (Advanced Secretary-Droid)",220411,1,0,4194819,1
222166,222166,103,103,"Overcharged Corroded Nano Crystal (Crystalizing Ray)",220437,1,0,4194819,1
222167,222167,146,146,"Overcharged Corroded Nano Crystal (Major Chemical Burn)",220437,1,0,4194819,1
222169,222169,96,96,"Failed Repaired Crystal (Superior Protective Field)",220433,1,0,4194819,1
222170,222170,37,37,"Failed Repaired Crystal (Upgraded Android)",220424,1,0,4194819,1
222171,222171,90,90,"Severly Corroded Shadow Crystal (Redeem AC (Weak))",220433,0,0,4194819,1
222173,222173,142,142,"Overcharged Corroded Nano Crystal (Coherent Positron Stream)",220437,1,0,4194819,1
222174,222174,142,142,"Shattered Nano Crystal",300932,1,0,513,1
222175,222175,24,24,"Tainted Shadow Crystal (Superior Fury Externalization)",220424,0,0,4194819,1
222176,222176,80,80,"Severly Corroded Shadow Crystal (Greater Strip Assets)",220431,0,0,4194819,1
222177,222177,84,84,"Severly Corroded Shadow Crystal (Skill Wrangler)",220432,0,0,4194819,1
222178,222178,172,172,"Shattered Nano Crystal",300932,1,0,513,1
222180,222180,96,96,"Overcharged Corroded Nano Crystal (Ol' Faithful)",220430,1,0,4194819,1
222184,222184,113,113,"Failed Repaired Crystal (Energy Cocoon)",220413,1,0,4194819,1
222185,222185,27,27,"Tainted Shadow Crystal (Greater Fury Externalization)",220424,0,0,4194819,1
222186,222186,165,165,"Failed Repaired Crystal (Greater Retaliatory Barrier)",220413,1,0,4194819,1
222187,222187,33,33,"Snow Crashed Shadow Crystal (Active Distributed Entanglement)",220423,1,0,4194819,1
222188,222188,189,189,"Tainted Shadow Crystal (Summon Cacodemon)",220411,0,0,4194819,1
222191,222191,77,77,"Severly Corroded Shadow Crystal (Team Skill Wrangler (Lesser))",220432,0,0,4194819,1
222192,222192,63,63,"Snow Crashed Shadow Crystal (Invasive Distributed Entanglement)",220430,1,0,4194819,1
222194,222194,4,4,"Severly Corroded Shadow Crystal (Patchy Health Funnel)",220422,0,0,4194819,1
222195,222195,165,165,"Tainted Shadow Crystal (Greater Enmity Personification)",220411,0,0,4194819,1
222196,222196,119,119,"Failed Repaired Crystal (Advanced Protective Field)",220413,1,0,4194819,1
222197,222197,17,17,"Dirty Money Shadow Crystal (Limited Helper-bot)",220424,1,0,4194819,1
222198,222198,10,10,"Dirty Money Shadow Crystal (Punishing Blade)",220423,1,0,4194819,1
222199,222199,182,182,"Severly Corroded Shadow Crystal (Traffic AC (Greater))",220413,0,0,4194819,1
222201,222201,53,53,"Severly Corroded Shadow Crystal (Lend Nano: 250)",220429,0,0,-2143288829,1
222202,222202,30,30,"Overcharged Corroded Nano Crystal (Aggressive Mutagen)",220423,1,0,4194819,1
222203,222203,126,126,"Severly Corroded Shadow Crystal (Skill Wrangler (Superior))",220412,0,0,4194819,1
222204,222204,41,41,"Tainted Shadow Crystal (Instill With Fury)",220422,0,0,4194819,1
222205,222205,149,149,"Severly Corroded Shadow Crystal (Greater Embrace of Greed)",220437,0,0,4194819,1
222206,222206,123,123,"Severly Corroded Shadow Crystal (Sophisticated Health Freeloader)",220436,0,0,4194819,1
222207,222207,14,14,"Overcharged Corroded Nano Crystal (Feet of Stone)",220423,1,0,4194819,1
222209,222209,142,142,"Overcharged Corroded Nano Crystal (Encircle with Blades)",220437,1,0,4194819,1
222210,222210,80,80,"Shattered Nano Crystal",300932,1,0,4194817,1
222211,222211,1,1,"Overcharged Corroded Nano Crystal (Minor Toxic Barb)",220423,1,0,4194819,1
222214,222214,149,149,"Snow Crashed Shadow Crystal (Omni-Med Incursion)",220436,1,0,4194819,1
222218,222218,129,129,"Snow Crashed Shadow Crystal (Flawless Medical Claim)",220436,1,0,4194819,1
222219,222219,27,27,"Dirty Money Shadow Crystal (Basic Attendant-Droid)",220424,1,0,4194819,1
222220,222220,162,162,"Dirty Money Shadow Crystal (Limited Bodyguard)",220411,1,0,4194819,1
222223,222223,24,24,"Overcharged Corroded Nano Crystal (Accelerated Decay)",220423,1,0,4194819,1
222224,222224,93,93,"Severly Corroded Shadow Crystal (Draw AC (Weak))",220433,0,0,4194819,1
222225,222225,18,18,"Severly Corroded Shadow Crystal (Team Skill Wrangler (Weak))",220425,0,0,4194819,1
222228,222228,96,96,"Dirty Money Shadow Crystal (Lesser Charismatic Rapture)",220432,1,0,4194819,1
222229,222229,20,20,"Snow Crashed Shadow Crystal (Active Micro Entanglement)",220423,1,0,4194819,1
222230,222230,86,86,"Dirty Money Shadow Crystal (Impose Will)",220432,1,0,4194819,1
222231,222231,169,169,"Overcharged Corroded Nano Crystal (Gravitational Anomaly)",220437,1,0,4194819,1
222232,222232,4,4,"Dirty Money Shadow Crystal (Faithful Worker-Droid)",220424,1,0,4194819,1
222233,222233,10,10,"Dirty Money Shadow Crystal (Distracted Gaze)",220423,1,0,-2143288829,1
222235,222235,129,129,"Overcharged Corroded Nano Crystal (Greater RNA Reaper)",220437,1,0,4194819,1
222237,222237,17,17,"Snow Crashed Shadow Crystal (Limited Grid Jump)",220424,1,0,4194819,1
222238,222238,14,14,"Failed Repaired Crystal (Flawed Protective Field)",220426,1,0,4194819,1
222241,222241,185,185,"Dirty Money Shadow Crystal (Disrupted Psyche)",220437,1,0,4194819,1
222242,222242,83,83,"Snow Crashed Shadow Crystal (Grid Surfer)",220431,1,0,4194819,1
222244,222244,109,109,"Severly Corroded Shadow Crystal (Detain Customer)",220437,0,0,4194819,1
222248,222248,86,86,"Severly Corroded Shadow Crystal (Siphon AC (Weak))",220433,0,0,4194819,1
222249,222249,113,113,"Tainted Shadow Crystal (Calling of Restite)",220411,0,0,4194819,1
222250,222250,57,57,"Overcharged Corroded Nano Crystal (Weak Chemical Liquefaction)",220430,1,0,4194819,1
222252,222252,159,159,"Overcharged Corroded Nano Crystal (Searing Stream)",220437,1,0,4194819,1
222254,222254,40,40,"Tainted Shadow Crystal (Inferior Rage Materialization)",220424,0,0,4194819,1
222255,222255,43,43,"Failed Repaired Crystal (Lesser Shielding Barrier)",220426,1,0,4194819,1
222257,222257,152,152,"Dirty Money Shadow Crystal (Oppressive Weight of the Guilty)",220437,1,0,4194819,1
222258,222258,96,96,"Failed Repaired Crystal (Inferior Guardbot)",220431,1,0,4194819,1
222259,222259,33,33,"Overcharged Corroded Nano Crystal (Chilling Stream)",220423,1,0,4194819,1
222263,222263,146,146,"Shattered Nano Crystal",300932,1,0,513,1
222264,222264,123,123,"Snow Crashed Shadow Crystal (Grid Excursion)",220411,1,0,4194819,1
222265,222265,74,74,"Snow Crashed Shadow Crystal (Instantaneous Encoding)",220431,1,0,4194819,1
222266,222266,159,159,"Shattered Nano Crystal",300932,1,0,513,1
222267,222267,47,47,"Snow Crashed Shadow Crystal (Reckless Digitization)",220424,1,0,4194819,1
222268,222268,169,169,"Snow Crashed Shadow Crystal (Re-Matrix Grid Vector)",220411,1,0,4194819,1
222269,222269,103,103,"Shattered Nano Crystal",300932,1,0,513,1
222270,222270,140,140,"Shattered Nano Crystal",300932,1,0,513,1
222271,222271,57,57,"Snow Crashed Shadow Crystal (Team Grid Phreak)",220431,1,0,4194819,1
222272,222272,136,136,"Shattered Nano Crystal",300932,1,0,513,1
222273,222273,166,166,"Severly Corroded Shadow Crystal (Grid Gateway)",220411,0,0,4194819,1
222274,222274,100,100,"Severly Corroded Shadow Crystal (Personal Grid Beacon)",220431,0,0,4194819,1
222275,222275,70,70,"Shattered Nano Crystal",300932,1,0,513,1
222276,222276,173,173,"Shattered Nano Crystal",300932,1,0,513,1
222279,222279,97,97,"Severly Corroded Shadow Crystal (Brain Bender)",220432,0,0,4194819,1
222280,222280,50,50,"Severly Corroded Shadow Crystal (Brain Swap)",220425,0,0,4194819,1
222281,222281,74,74,"Severly Corroded Shadow Crystal (Deep Thought)",220432,0,0,4194819,1
222282,222282,34,34,"Severly Corroded Shadow Crystal (Mental Switcheroo)",220425,0,0,4194819,1
222283,222283,17,17,"Severly Corroded Shadow Crystal (Project Thought Patterns)",220425,0,0,4194819,1
222284,222284,4,4,"Severly Corroded Shadow Crystal (Swap Psyche)",220425,0,0,4194819,1
222285,222285,176,176,"Severly Corroded Shadow Crystal (Control Ends and Means)",220412,0,0,4194819,1
222286,222286,186,186,"Severly Corroded Shadow Crystal (My Brain For Your Brain)",220412,0,0,4194819,1
222287,222287,149,149,"Severly Corroded Shadow Crystal (Redirect Neural Signals)",220412,0,0,4194819,1
222288,222288,126,126,"Severly Corroded Shadow Crystal (Thought Controller)",220412,0,0,4194819,1
222289,222289,159,159,"Severly Corroded Shadow Crystal (Thought Juggler)",220412,0,0,4194819,1
222291,222291,189,189,"Tainted Shadow Crystal (Summoning of Tumulten)",220411,0,0,4194819,1
222292,222292,163,163,"Shattered Nano Crystal",300932,1,0,513,1
222293,222293,156,156,"Shattered Nano Crystal",300932,1,0,513,1
222294,222294,163,163,"Shattered Nano Crystal",300932,1,0,513,1
222295,222295,163,163,"Shattered Nano Crystal",300932,1,0,513,1
222296,222296,156,156,"Shattered Nano Crystal",300932,1,0,513,1
222297,222297,156,156,"Shattered Nano Crystal",300932,1,0,513,1
222298,222298,166,166,"Shattered Nano Crystal",300932,1,0,513,1
222299,222299,159,159,"Shattered Nano Crystal",300932,1,0,513,1
222300,222300,166,166,"Shattered Nano Crystal",300932,1,0,513,1
222301,222301,166,166,"Shattered Nano Crystal",300932,1,0,513,1
222302,222302,159,159,"Shattered Nano Crystal",300932,1,0,513,1
222303,222303,159,159,"Shattered Nano Crystal",300932,1,0,513,1
222304,222304,113,113,"Shattered Nano Crystal",300932,1,0,513,1
222305,222305,97,97,"Shattered Nano Crystal",300932,1,0,513,1
222306,222306,113,113,"Shattered Nano Crystal",300932,1,0,513,1
222307,222307,113,113,"Shattered Nano Crystal",300932,1,0,513,1
222308,222308,97,97,"Shattered Nano Crystal",300932,1,0,513,1
222309,222309,97,97,"Shattered Nano Crystal",300932,1,0,513,1
222310,222310,103,103,"Shattered Nano Crystal",300932,1,0,513,1
222311,222311,87,87,"Shattered Nano Crystal",300932,1,0,513,1
222312,222312,103,103,"Shattered Nano Crystal",300932,1,0,513,1
222313,222313,103,103,"Shattered Nano Crystal",300932,1,0,513,1
222314,222314,87,87,"Shattered Nano Crystal",300932,1,0,513,1
222315,222315,87,87,"Shattered Nano Crystal",300932,1,0,513,1
222316,222316,156,156,"Overcharged Corroded Nano Crystal (Enfraam's Augmented Fortification)",220413,1,0,4194819,1
222317,222317,47,47,"Overcharged Corroded Nano Crystal (Enfraam's Fortification)",220426,1,0,4194819,1
222318,222318,140,140,"Overcharged Corroded Nano Crystal (Enfraam's Glorious Fortification)",220413,1,0,4194819,1
222319,222319,93,93,"Overcharged Corroded Nano Crystal (Enfraam's Greater Fortification)",220433,1,0,4194819,1
222320,222320,37,37,"Overcharged Corroded Nano Crystal (Enfraam's Lesser Fortification)",220426,1,0,4194819,1
222321,222321,80,80,"Overcharged Corroded Nano Crystal (Enfraam's Major Fortification)",220433,1,0,4194819,1
222322,222322,24,24,"Overcharged Corroded Nano Crystal (Enfraam's Minor Fortification)",220426,1,0,4194819,1
222323,222323,166,166,"Overcharged Corroded Nano Crystal (Enfraam's Perfected Fortification)",220413,1,0,4194819,1
222324,222324,60,60,"Overcharged Corroded Nano Crystal (Enfraam's Superior Fortification)",220433,1,0,4194819,1
222325,222325,113,113,"Overcharged Corroded Nano Crystal (Enfraam's Supreme Fortification)",220413,1,0,4194819,1
222326,222326,14,14,"Overcharged Corroded Nano Crystal (Enfraam's Trivial Fortification)",220426,1,0,4194819,1
222327,222327,18,18,"Tainted Shadow Crystal (Teachings of Biological Metamorphose)",220425,0,0,4194819,1
222328,222328,21,21,"Tainted Shadow Crystal (Teachings of Material Creation)",220425,0,0,4194819,1
222329,222329,21,21,"Tainted Shadow Crystal (Teachings of Time and Space)",220425,0,0,4194819,1
222330,222330,17,17,"Tainted Shadow Crystal (Teachings of Material Metamorphose)",220425,0,0,4194819,1
222331,222331,24,24,"Tainted Shadow Crystal (Teachings of Psychological Modification)",220425,0,0,4194819,1
222332,222332,21,21,"Tainted Shadow Crystal (Teachings of Sensory Improvement)",220425,0,0,4194819,1
222333,222333,123,123,"Tainted Shadow Crystal (Infuse With Knowledge: Biological Metamorphose)",220412,0,0,4194819,1
222334,222334,130,130,"Tainted Shadow Crystal (Infuse With Knowledge: Material Creation)",220412,0,0,4194819,1
222335,222335,130,130,"Tainted Shadow Crystal (Infuse With Knowledge: Time and Space)",220412,0,0,4194819,1
222336,222336,126,126,"Tainted Shadow Crystal (Infuse With Knowledge: Material Metamorphose)",220412,0,0,4194819,1
222337,222337,136,136,"Tainted Shadow Crystal (Infuse With Knowledge: Psychological Modification)",220412,0,0,4194819,1
222338,222338,133,133,"Tainted Shadow Crystal (Infuse With Knowledge: Sensory Improvement)",220412,0,0,4194819,1
222339,222339,110,110,"Tainted Shadow Crystal (Anima of Fathomless Rage)",220436,0,0,4194819,1
222340,222340,156,156,"Tainted Shadow Crystal (Anima of Implacable Hatred)",220436,0,0,4194819,1
222341,222341,189,189,"Tainted Shadow Crystal (Anima of Maddening Wrath)",220436,0,0,4194819,1
222342,222342,212,212,"Tainted Shadow Crystal (Anima of Pure Malevolence)",220436,0,0,4194819,1
222343,222343,67,67,"Tainted Shadow Crystal (Anima of Relentless Fury)",220429,0,0,4194819,1
222344,222344,239,239,"Tainted Shadow Crystal (Anima of The Abomination)",220436,0,0,4194819,1
222345,222345,37,37,"Tainted Shadow Crystal (Anima of Unleashed Malice)",220422,0,0,4194819,1
222346,222346,14,14,"Tainted Shadow Crystal (Anima of Unrestrained Ferocity)",220422,0,0,4194819,1
222347,222347,18,18,"Snow Crashed Shadow Crystal (Restock Ammo (Level OP-II))",220424,1,0,4194819,1
222348,222348,60,60,"Snow Crashed Shadow Crystal (Restock Ammo (Level OP-X))",220431,1,0,4194819,1
222349,222349,74,74,"Snow Crashed Shadow Crystal (Restock Ammo (Level OP-XX))",220431,1,0,4194819,1
222350,222350,107,107,"Snow Crashed Shadow Crystal (Restock Ammo (Level OP-C))",220411,1,0,4194819,1
222351,222351,107,107,"Snow Crashed Shadow Crystal (Restock Ammo (Level OP-CC))",220411,1,0,4194819,1
222352,222352,113,113,"Failed Repaired Crystal (Disruptive Barrier Negator)",220413,1,0,4194819,1
222353,222353,107,107,"Failed Repaired Crystal (Disruptive Cocoon Harmonics)",220413,1,0,4194819,1
222354,222354,41,41,"Failed Repaired Crystal (Disruptive Field Harmonics)",220426,1,0,4194819,1
222355,222355,17,17,"Failed Repaired Crystal (Disruptive Field Negator)",220426,1,0,4194819,1
222356,222356,156,156,"Failed Repaired Crystal (Disruptive Phase Harmonics)",220413,1,0,4194819,1
222357,222357,83,83,"Failed Repaired Crystal (Disruptive Photon Absorber)",220431,1,0,4194819,1
222358,222358,149,149,"Failed Repaired Crystal (Disruptive Photon Annihilator)",220411,1,0,4194819,1
222359,222359,41,41,"Failed Repaired Crystal (Disruptive Photon Deflector)",220424,1,0,4194819,1
222360,222360,34,34,"Failed Repaired Crystal (Sympathetic Armor Boost)",220426,1,0,4194819,1
222361,222361,80,80,"Failed Repaired Crystal (Sympathetic Arms Enhancement)",220431,1,0,4194819,1
222362,222362,146,146,"Failed Repaired Crystal (Sympathetic Defensive Screen)",220413,1,0,4194819,1
222363,222363,153,153,"Failed Repaired Crystal (Sympathetic Energy Cocoon)",220413,1,0,4194819,1
222364,222364,176,176,"Failed Repaired Crystal (Sympathetic Entropy Infusion)",220411,1,0,4194819,1
222365,222365,163,163,"Failed Repaired Crystal (Sympathetic Force Field)",220413,1,0,4194819,1
222366,222366,189,189,"Failed Repaired Crystal (Sympathetic Fortress Screen)",220413,1,0,4194819,1
222367,222367,116,116,"Failed Repaired Crystal (Sympathetic Harmonic Cocoon)",220413,1,0,4194819,1
222368,222368,90,90,"Failed Repaired Crystal (Sympathetic Harmonic Field)",220433,1,0,4194819,1
222369,222369,189,189,"Failed Repaired Crystal (Sympathetic Plasma Shielding)",220413,1,0,4194819,1
222370,222370,97,97,"Failed Repaired Crystal (Sympathetic Protective Field)",220433,1,0,4194819,1
222371,222371,186,186,"Failed Repaired Crystal (Sympathetic Reactive Cocoon)",220413,1,0,4194819,1
222372,222372,159,159,"Failed Repaired Crystal (Sympathetic Reactive Field)",220413,1,0,4194819,1
222373,222373,93,93,"Failed Repaired Crystal (Sympathetic Retaliatory Barrier)",220433,1,0,4194819,1
222374,222374,70,70,"Failed Repaired Crystal (Sympathetic Shielding Barrier)",220433,1,0,4194819,1
222375,222375,120,120,"Failed Repaired Crystal (Disruptive Photon Devourer)",220411,1,0,4194819,1
