# Version: 18.08.54.01
id,nano_id,disc_id,use_id,name,ncu,nanocost,school,strain,duration,attack,recharge,range,initskill,froob_friendly
215584,0,0,,"Bio Rejuvenation",1,0,2,579,0,0,0,1,0,1
215585,0,0,,"Bio Rejuvenation",1,0,2,579,0,0,0,1,0,1
215586,0,0,,"Bio Rejuvenation",1,0,2,579,0,0,0,1,0,1
215587,0,0,,"Bio Rejuvenation",1,0,2,579,0,0,0,1,0,1
215588,0,0,,"Bio Rejuvenation",1,0,2,579,0,0,0,1,0,1
215589,0,0,,"Bio Rejuvenation",1,0,2,579,0,0,0,1,0,1
215590,0,0,,"Bio Rejuvenation",1,0,2,579,0,0,0,1,0,1
215591,0,0,,"Bio Rejuvenation",1,0,2,579,0,0,0,1,0,1
215592,0,0,,"Bio Rejuvenation",1,0,2,579,0,0,0,1,0,1
215593,0,0,,"Bio Rejuvenation",1,0,2,579,0,0,0,1,0,1
215594,0,0,,"Bio Rejuvenation",1,0,2,579,0,0,0,1,0,1
215598,0,0,215599,"Bio Regrowth",1,0,2,580,3100,0,0,1,0,1
215717,0,0,,"Shadow Step",1,0,5,150,65000,0,0,1,0,0
215718,239358,0,,"Shadow Trail",30,840,5,144,1440000,900,500,1,0,0
215719,0,0,,"Shadow Trail",1,0,5,150,65000,0,0,1,0,0
215720,0,0,,"Path of Shadow",1,0,5,150,65000,0,0,1,0,0
215721,0,0,,"Touched With Shadow",2,0,5,150,65000,0,0,1,0,0
215722,0,0,,"Blessed By Shadow",2,0,5,150,65000,0,0,1,0,0
215725,0,0,215724,"Viral Combination",1,0,1,0,0,0,0,1,0,1
215726,0,0,215724,"Viral Combination",1,0,1,0,0,0,0,1,0,1
215727,0,0,215724,"Viral Combination",1,0,1,0,0,0,0,1,0,1
215728,0,0,215724,"Viral Combination",1,0,1,0,0,0,0,1,0,1
215729,0,0,215724,"Viral Combination",1,0,1,0,0,0,0,1,0,1
215792,0,0,215791,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215793,0,0,215791,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215794,0,0,215791,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215795,0,0,215791,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215796,0,0,215791,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215797,0,0,215791,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215798,0,0,215791,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215799,0,0,215791,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215800,0,0,215791,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215801,0,0,215791,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215802,0,0,215842,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215803,0,0,215842,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215804,0,0,215842,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215805,0,0,215842,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215806,0,0,215842,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215807,0,0,215842,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215808,0,0,215842,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215809,0,0,215842,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215810,0,0,215842,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215811,0,0,215842,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215812,0,0,215843,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215813,0,0,215843,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215814,0,0,215843,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215815,0,0,215843,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215816,0,0,215843,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215817,0,0,215843,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215818,0,0,215843,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215819,0,0,215843,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215820,0,0,215843,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215821,0,0,215843,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215822,0,0,215844,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215823,0,0,215844,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215824,0,0,215844,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215825,0,0,215844,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215826,0,0,215844,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215827,0,0,215844,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215828,0,0,215844,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215829,0,0,215844,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215830,0,0,215844,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215831,0,0,215844,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215832,0,0,215845,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215833,0,0,215845,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215834,0,0,215845,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215835,0,0,215845,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215836,0,0,215845,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215837,0,0,215845,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215838,0,0,215845,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215839,0,0,215845,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215840,0,0,215845,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215841,0,0,215845,"Lay on Hands",1,0,2,0,0,0,0,1,0,1
215857,0,0,215856,"Devotional Armor",1,0,3,583,1400,0,0,1,0,0
215858,0,0,215856,"Devotional Armor",1,0,3,583,1500,0,0,1,0,0
215859,0,0,215856,"Devotional Armor",1,0,3,583,1600,0,0,1,0,0
215860,0,0,215856,"Devotional Armor",1,0,3,583,1700,0,0,1,0,0
215861,0,0,215856,"Devotional Armor",1,0,3,583,1800,0,0,1,0,0
215862,0,0,215856,"Devotional Armor",1,0,3,583,1900,0,0,1,0,0
215863,0,0,215856,"Devotional Armor",1,0,3,583,2000,0,0,1,0,0
215865,0,0,215864,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215866,0,0,215864,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215867,0,0,215864,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215868,0,0,215864,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215869,0,0,215864,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215870,0,0,215885,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215871,0,0,215885,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215872,0,0,215885,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215873,0,0,215885,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215874,0,0,215885,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215875,0,0,215886,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215876,0,0,215886,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215877,0,0,215886,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215878,0,0,215886,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215879,0,0,215886,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215880,0,0,215887,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215881,0,0,215887,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215882,0,0,215887,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215883,0,0,215887,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215884,0,0,215887,"Curing Touch",1,0,2,0,0,0,0,1,0,1
215889,215890,0,,"Touch of Salvinous - 720",1,27,2,0,0,510,450,20,0,1
215891,215892,0,,"Touch of Salvinous - 722",1,27,2,0,0,510,450,20,0,1
215893,215894,0,,"Touch of Salvinous - 724",1,27,2,0,0,510,450,20,0,1
215895,215896,0,,"Touch of Salvinous - 726",1,27,2,0,0,510,450,20,0,1
215897,215898,0,,"Touch of Salvinous - 728",1,27,2,0,0,510,450,20,0,1
215899,215900,0,,"Touch of Salvinous - 729",1,1,2,0,0,510,450,20,0,1
215901,215902,0,,"Valentyia's Heat - 720",1,34,2,0,0,475,450,20,0,1
215903,215904,0,,"Valentyia's Heat - 722",1,34,2,0,0,475,450,20,0,1
215905,215906,0,,"Valentyia's Heat - 724",1,34,2,0,0,475,450,20,0,1
215907,215908,0,,"Valentyia's Heat - 726",1,34,2,0,0,475,450,20,0,1
215909,215910,0,,"Valentyia's Heat - 728",1,34,2,0,0,475,450,20,0,1
215911,215912,0,,"Valentyia's Heat - 729",1,1,2,0,0,475,450,20,0,1
215913,215914,0,,"Pulse of Sanoo - 720",1,40,2,0,0,460,450,20,0,1
215915,215916,0,,"Pulse of Sanoo - 722",1,40,2,0,0,460,450,20,0,1
215917,215918,0,,"Pulse of Sanoo - 724",1,40,2,0,0,460,450,20,0,1
215919,215920,0,,"Pulse of Sanoo - 726",1,40,2,0,0,460,450,20,0,1
215921,215922,0,,"Pulse of Sanoo - 728",1,40,2,0,0,460,450,20,0,1
215923,215924,0,,"Pulse of Sanoo - 729",1,1,2,0,0,460,450,20,0,1
215925,215926,0,,"Blood Anvil of Restite - 720",1,43,2,0,0,440,450,20,0,1
215927,215928,0,,"Blood Anvil of Restite - 722",1,43,2,0,0,440,450,20,0,1
215929,215930,0,,"Blood Anvil of Restite - 724",1,43,2,0,0,440,450,20,0,1
215931,215932,0,,"Blood Anvil of Restite - 726",1,43,2,0,0,440,450,20,0,1
215933,215934,0,,"Blood Anvil of Restite - 728",1,43,2,0,0,440,450,20,0,1
215935,215936,0,,"Blood Anvil of Restite - 729",1,1,2,0,0,440,450,20,0,1
215937,215938,0,,"Fluctuation of The Vivificator - 720",1,46,2,0,0,420,450,20,0,1
215939,215940,0,,"Fluctuation of The Vivificator - 722",1,46,2,0,0,420,450,20,0,1
215941,215942,0,,"Fluctuation of The Vivificator - 724",1,46,2,0,0,420,450,20,0,1
215943,215944,0,,"Fluctuation of The Vivificator - 726",1,46,2,0,0,420,450,20,0,1
215945,215946,0,,"Fluctuation of The Vivificator - 728",1,46,2,0,0,420,450,20,0,1
215947,215948,0,,"Fluctuation of The Vivificator - 729",1,1,2,0,0,420,450,20,0,1
215949,215950,0,,"Lifeblood of Altmus - 720",1,45,2,0,0,400,450,20,0,1
215951,215952,0,,"Lifeblood of Altmus - 722",1,45,2,0,0,400,450,20,0,1
215953,215954,0,,"Lifeblood of Altmus - 724",1,45,2,0,0,400,450,20,0,1
215955,215956,0,,"Lifeblood of Altmus - 726",1,45,2,0,0,400,450,20,0,1
215957,215958,0,,"Lifeblood of Altmus - 728",1,45,2,0,0,400,450,20,0,1
215959,215960,0,,"Lifeblood of Altmus - 729",1,1,2,0,0,400,450,20,0,1
215961,215962,0,,"Curatem's Shining Essence - 720",1,44,2,0,0,350,450,20,0,1
215963,215964,0,,"Curatem's Shining Essence - 722",1,44,2,0,0,350,450,20,0,1
215965,215966,0,,"Curatem's Shining Essence - 724",1,44,2,0,0,350,450,20,0,1
215967,215968,0,,"Curatem's Shining Essence - 726",1,44,2,0,0,350,450,20,0,1
215969,215970,0,,"Curatem's Shining Essence - 728",1,44,2,0,0,350,450,20,0,1
215971,215972,0,,"Curatem's Shining Essence - 729",1,1,2,0,0,350,450,20,0,1
215973,215974,0,,"Belamorte's Blessing - 720",1,43,2,0,0,320,450,20,0,1
215975,215976,0,,"Belamorte's Blessing - 722",1,43,2,0,0,320,450,20,0,1
215977,215978,0,,"Belamorte's Blessing - 724",1,43,2,0,0,320,450,20,0,1
215979,215980,0,,"Belamorte's Blessing - 726",1,43,2,0,0,320,450,20,0,1
215981,215982,0,,"Belamorte's Blessing - 728",1,43,2,0,0,320,450,20,0,1
215983,215984,0,,"Belamorte's Blessing - 729",1,1,2,0,0,320,450,20,0,1
215985,215986,0,,"Renewal of Mortificant",1,30,2,0,0,300,350,30,0,1
215987,215988,0,,"Renewal of Mortificant - 720",1,47,2,0,0,300,350,30,0,1
215989,215990,0,,"Renewal of Mortificant - 722",1,47,2,0,0,300,350,30,0,1
215991,215992,0,,"Renewal of Mortificant - 724",1,47,2,0,0,300,350,30,0,1
215993,215994,0,,"Renewal of Mortificant - 726",1,47,2,0,0,300,350,30,0,1
215995,215996,0,,"Renewal of Mortificant - 728",1,47,2,0,0,300,350,30,0,1
215997,215998,0,,"Renewal of Mortificant - 729",1,1,2,0,0,300,350,30,0,1
215999,216000,0,,"Eremite Goo",35,200,1,146,4500,420,200,30,0,1
216001,216002,0,,"Sticky Eremite Strands",35,300,1,145,1000,250,300,25,0,1
216003,216004,0,,"Paralyzing Eremite Venom",55,300,1,147,500,250,200,30,0,1
216099,0,0,217103,"First Brood Champion Initial Delay",999,0,5,0,100000000,0,0,1,0,1
216100,0,0,,Contagion,999,0,1,6,6200,0,0,1,0,1
216101,0,0,,"Timing step 3",999,0,5,0,3000,0,0,1,0,1
216102,0,0,,Contagion,1,0,5,0,0,0,0,1,0,1
216103,0,0,,"Timing step 5",999,0,5,0,3000,0,0,1,0,1
216104,0,0,,Stunned,998,0,1,147,200,0,0,1,0,1
216105,0,0,,"Timing step 7",999,0,5,0,6000,0,0,1,0,1
216107,0,0,,Stunner,1,0,5,0,0,0,0,1,0,1
216108,0,0,,Stunner,1,0,5,0,0,0,0,1,0,1
216197,0,0,217133,"Second Brood Champion Initial Delay",999,0,5,0,100000000,0,0,1,0,1
216198,0,0,,Stunner,1,0,5,0,0,0,0,1,0,1
216199,0,0,,Contagion,999,0,1,6,8200,0,0,1,0,1
216200,0,0,,Contagion,1,0,5,0,0,0,0,1,0,1
216201,0,0,,"Timing step 3",999,0,5,0,3000,0,0,1,0,1
216202,0,0,,"Timing step 5",999,0,5,0,3000,0,0,1,0,1
216203,0,0,,"Timing step 7",999,0,5,0,3000,0,0,1,0,1
216204,0,0,,"Timing step 9",999,0,5,0,3000,0,0,1,0,1
216205,0,0,,Contagion,999,0,1,0,0,0,0,1,0,1
216206,0,0,,"Toxic Bane",1,0,5,0,0,0,0,1,0,1
216207,0,0,,"Toxic Bane",1,0,5,0,0,0,0,1,0,1
216208,0,0,,Stunned,998,0,1,147,500,0,0,1,0,1
216209,0,0,217163,"Third Brood Champion Initial Delay",999,0,5,0,100000000,0,0,1,0,1
216210,0,0,,Contagion,999,0,1,6,12200,0,0,1,0,1
216211,0,0,,Contagion,1,0,5,0,0,0,0,1,0,1
216212,0,0,,"Timing step 3",999,0,5,0,3000,0,0,1,0,1
216213,0,0,,"Timing step 5",999,0,5,0,3000,0,0,1,0,1
216214,0,0,,"Timing step 7",999,0,5,0,3000,0,0,1,0,1
216215,0,0,,"Timing step 9",999,0,5,0,3000,0,0,1,0,1
216216,0,0,,"Timing step 11",999,0,5,0,6000,0,0,1,0,1
216217,0,0,,"Shocking Blast",998,0,1,147,200,0,0,1,0,1
216218,0,0,,Renewal,999,0,2,0,0,0,0,1,0,1
216219,0,0,,Renewal,999,0,2,0,0,0,0,1,0,1
216220,0,0,,"Shocking Blast",1,0,5,0,0,0,0,1,0,1
216221,0,0,,"Shocking Blast",1,0,5,0,0,0,0,1,0,1
216288,0,0,217309,"Fourth Brood Champion Initial Delay",999,0,5,0,100000000,0,0,1,0,1
216289,0,0,,Cripple,1,0,5,0,0,0,0,1,0,1
216290,0,0,,Cripple,1,0,5,0,0,0,0,1,0,1
216291,0,0,,Crippled,999,0,1,186,1000,0,0,1,0,1
216292,0,0,,Stunner,1,0,5,0,0,0,0,1,0,1
216293,0,0,,Stunner,1,0,5,0,0,0,0,1,0,1
216294,0,0,,Stunned,998,0,1,147,200,0,0,1,0,1
216295,0,0,,"Timing step 3",999,0,5,0,3000,0,0,1,0,1
216296,0,0,,"Timing step 5",999,0,5,0,3000,0,0,1,0,1
216297,0,0,,"Timing step 7",999,0,5,0,3000,0,0,1,0,1
216298,0,0,,"Timing step 9",999,0,5,0,3000,0,0,1,0,1
216299,0,0,,"Timing step 11",999,0,5,0,3000,0,0,1,0,1
216300,0,0,,Contagion,1,0,5,0,0,0,0,1,0,1
216301,0,0,,Contagion,999,0,1,6,12200,0,0,1,0,1
216382,0,0,286520,"PvP Enabled",998,0,5,0,6000,0,0,1,0,1
216438,0,0,217349,"Fifth Brood Champion Initial Delay",999,0,5,0,100000000,0,0,1,0,1
216439,0,0,,Contagion,999,0,1,6,12200,0,0,1,0,1
216440,0,0,,Contagion,1,0,5,0,0,0,0,1,0,1
216441,0,0,,Crippled,999,0,1,186,2000,0,0,1,0,1
216442,0,0,,Cripple,1,0,5,0,0,0,0,1,0,1
216443,0,0,,"Armor Rend",999,0,3,0,6000,0,0,1,0,1
216444,0,0,,"Armor Rend",1,0,5,0,0,0,0,1,0,1
216445,0,0,,"Timing step 3",999,0,5,0,6000,0,0,1,0,1
216446,0,0,,"Timing step 5",999,0,5,0,3000,0,0,1,0,1
216447,0,0,,"Timing step 7",999,0,5,0,9000,0,0,1,0,1
216451,0,0,217392,"Sixth Brood Champion Initial Delay",999,0,5,0,100000000,0,0,1,0,1
216452,0,0,,"Spiny Shell",999,0,3,0,6000,0,0,1,0,1
216453,0,0,,"Reflective Shell",999,0,3,0,6000,0,0,1,0,1
216454,0,0,,Renewal,999,0,2,0,0,0,0,1,0,1
216455,0,0,,Renewal,999,0,2,0,0,0,0,1,0,1
216456,0,0,,Contagion,999,0,1,6,3200,0,0,1,0,1
216457,0,0,,Contagion,1,0,5,0,0,0,0,1,0,1
216458,0,0,,"Timing step 3",999,0,5,0,2500,0,0,1,0,1
216459,0,0,,"Timing step 5",999,0,5,0,2500,0,0,1,0,1
216460,0,0,,"Timing step 7",999,0,5,0,2500,0,0,1,0,1
216461,0,0,,"Timing step 9",999,0,5,0,2500,0,0,1,0,1
216462,0,0,,"Timing step 11",999,0,5,0,2000,0,0,1,0,1
216463,0,0,217430,"Seventh Brood Champion Initial Delay",999,0,5,0,100000000,0,0,1,0,1
216464,0,0,,"Armor Rend",1,0,5,0,0,0,0,1,0,1
216465,0,0,,"Armor Rend",999,0,3,0,3000,0,0,1,0,1
216466,0,0,,Eruption,999,0,1,0,0,0,0,1,0,1
216467,0,0,,Eruption,1,0,5,0,0,0,0,1,0,1
216468,0,0,,"Nano Shock",999,0,1,0,3000,0,0,1,0,1
216469,0,0,,"Nano Shock",1,0,5,0,0,0,0,1,0,1
216470,0,0,,"Timing step 2",999,0,5,0,1000,0,0,1,0,1
216471,0,0,,"Timing step 4",999,0,5,0,1000,0,0,1,0,1
216472,0,0,,"Timing step 6",999,0,5,0,1000,0,0,1,0,1
216473,0,0,,"Timing step 8",999,0,5,0,6000,0,0,1,0,1
216474,0,0,217468,"Eighth Brood Champion Initial Delay",999,0,5,0,100000000,0,0,1,0,1
216475,0,0,,"Mind Shock",999,0,4,136,2500,0,0,1,0,1
216476,0,0,,"Mind Shock",1,0,5,0,0,0,0,1,0,1
216477,0,0,,Contagion,999,0,1,6,6200,0,0,1,0,1
216478,0,0,,Contagion,1,0,5,0,0,0,0,1,0,1
216479,0,0,,Eruption,999,0,1,0,0,0,0,1,0,1
216480,0,0,,Eruption,1,0,5,0,0,0,0,1,0,1
216481,0,0,,Eruption,1,0,5,0,0,0,0,1,0,1
216482,0,0,,Crippled,999,0,1,186,2000,0,0,1,0,1
216483,0,0,,Cripple,1,0,5,0,0,0,0,1,0,1
216484,0,0,,"Timing step 3",999,0,5,0,2000,0,0,1,0,1
216485,0,0,,"Timing step 5",999,0,5,0,2000,0,0,1,0,1
216486,0,0,,"Timing step 7",999,0,5,0,2000,0,0,1,0,1
216487,0,0,,"Timing step 9",999,0,5,0,6000,0,0,1,0,1
216488,0,0,,"Timing step 11",999,0,5,0,3000,0,0,1,0,1
216489,0,0,217506,"Ninth Brood Champion Initial Delay",999,0,5,0,100000000,0,0,1,0,1
216490,0,0,,Cataclysm,999,0,1,0,0,0,0,1,0,1
216491,0,0,,Eruption,999,0,1,0,0,0,0,1,0,1
216492,0,0,,Eruption,999,0,1,0,0,0,0,1,0,1
216493,0,0,,Eruption,999,0,1,0,0,0,0,1,0,1
216494,0,0,,Eruption,999,0,1,0,0,0,0,1,0,1
216495,0,0,,Stunned,998,0,1,147,1000,0,0,1,0,1
216496,0,0,,Stunner,1,0,5,0,0,0,0,1,0,1
216497,0,0,,Cataclysm,1,0,5,0,0,0,0,1,0,1
216498,0,0,,Eruption,1,0,5,0,0,0,0,1,0,1
216499,0,0,,Eruption,1,0,5,0,0,0,0,1,0,1
216500,0,0,,Eruption,1,0,5,0,0,0,0,1,0,1
216501,0,0,,Eruption,1,0,5,0,0,0,0,1,0,1
216502,0,0,,"Timing step 3",999,0,5,0,1500,0,0,1,0,1
216503,0,0,,"Timing step 5",999,0,5,0,1500,0,0,1,0,1
216504,0,0,,"Timing step 7",999,0,5,0,1500,0,0,1,0,1
216505,0,0,,"Timing step 9",999,0,5,0,1500,0,0,1,0,1
216506,0,0,,"Timing step 11",999,0,5,0,3000,0,0,1,0,1
216507,0,0,,"Timing step 13",999,0,5,0,3000,0,0,1,0,1
216508,0,0,217568,"Tenth Brood Champion Initial Delay",999,0,5,0,100000000,0,0,1,0,1
216509,0,0,,"Notum Bane",999,0,1,0,12200,0,0,1,0,1
216510,0,0,,Bane,999,0,1,6,6200,0,0,1,0,1
216511,0,0,,Contagion,998,0,1,6,6200,0,0,1,0,1
216512,0,0,,Contagion,997,0,1,6,6200,0,0,1,0,1
216513,0,0,,Contagion,997,0,1,6,6200,0,0,1,0,1
216514,0,0,,Stunned,998,0,1,147,200,0,0,1,0,1
216515,0,0,,Stunner,999,0,5,0,4700,0,0,1,0,1
216516,0,0,,"Notum Bane",1,0,5,0,0,0,0,1,0,1
216517,0,0,,Bane,1,0,5,0,0,0,0,1,0,1
216518,0,0,,Contagion,1,0,5,0,0,0,0,1,0,1
216519,0,0,,Contagion,1,0,5,0,0,0,0,1,0,1
216520,0,0,,Contagion,1,0,5,0,0,0,0,1,0,1
216521,0,0,,"Timing step 3",999,0,5,0,1500,0,0,1,0,1
216522,0,0,,"Timing step 5",999,0,5,0,1500,0,0,1,0,1
216523,0,0,,"Timing step 7",999,0,5,0,1500,0,0,1,0,1
216524,0,0,,"Timing step 9",999,0,5,0,1500,0,0,1,0,1
216525,0,0,,"Timing step 11",999,0,5,0,1500,0,0,1,0,1
216526,0,0,,"Timing step 13",999,0,5,0,4500,0,0,1,0,1
216527,0,0,217652,"Hollow Island Champion Initial Delay",999,0,5,0,100000000,0,0,1,0,1
216528,0,0,,Cataclysm,999,0,1,0,0,0,0,1,0,1
216529,0,0,,Eruption,999,0,1,0,0,0,0,1,0,1
216530,0,0,,Eruption,999,0,1,0,0,0,0,1,0,1
216531,0,0,,Eruption,999,0,1,0,0,0,0,1,0,1
216532,0,0,,Eruption,999,0,1,0,0,0,0,1,0,1
216533,0,0,,Stunned,998,0,1,147,1000,0,0,1,0,1
216534,0,0,,Cataclysm,1,0,5,0,0,0,0,1,0,1
216535,0,0,,Eruption,1,0,5,0,0,0,0,1,0,1
216536,0,0,,Eruption,1,0,5,0,0,0,0,1,0,1
216537,0,0,,Eruption,1,0,5,0,0,0,0,1,0,1
216538,0,0,,Eruption,1,0,5,0,0,0,0,1,0,1
216539,0,0,,Stunner,1,0,5,0,0,0,0,1,0,1
216540,0,0,,"Timing step 3",999,0,5,0,1500,0,0,1,0,1
216541,0,0,,"Timing step 5",999,0,5,0,1500,0,0,1,0,1
216542,0,0,,"Timing step 7",999,0,5,0,1500,0,0,1,0,1
216543,0,0,,"Timing step 9",999,0,5,0,1500,0,0,1,0,1
216544,0,0,,"Timing step 11",999,0,5,0,3000,0,0,1,0,1
216545,0,0,,"Timing step 13",999,0,5,0,2000,0,0,1,0,1
216546,0,0,217651,"Brood Mother Champion Initial Delay",999,0,5,0,100000000,0,0,1,0,1
216547,0,0,,"Notum Bane",999,0,1,0,12200,0,0,1,0,1
216548,0,0,,Bane,999,0,1,6,6200,0,0,1,0,1
216549,0,0,,Contagion,998,0,1,6,6200,0,0,1,0,1
216550,0,0,,Contagion,997,0,1,6,6200,0,0,1,0,1
216551,0,0,,Contagion,996,0,1,6,6200,0,0,1,0,1
216552,0,0,,Stunned,998,0,1,147,200,0,0,1,0,1
216553,0,0,,Stunner,999,0,5,0,4700,0,0,1,0,1
216554,0,0,,"Notum Bane",1,0,5,0,0,0,0,1,0,1
216555,0,0,,Bane,1,0,5,0,0,0,0,1,0,1
216556,0,0,,Contagion,1,0,5,0,0,0,0,1,0,1
216557,0,0,,Contagion,1,0,5,0,0,0,0,1,0,1
216558,0,0,,Contagion,1,0,5,0,0,0,0,1,0,1
216559,0,0,,"Timing step 3",999,0,5,0,1500,0,0,1,0,1
216560,0,0,,"Timing step 4",999,0,5,0,1500,0,0,1,0,1
216561,0,0,,"Timing step 6",999,0,5,0,1500,0,0,1,0,1
216562,0,0,,"Timing step 8",999,0,5,0,1500,0,0,1,0,1
216563,0,0,,"Timing step 10",999,0,5,0,1500,0,0,1,0,1
216564,0,0,,"Timing step 12",999,0,5,0,1500,0,0,1,0,1
216565,0,0,,"Timing step 14",999,0,5,0,4500,0,0,1,0,1
216566,0,0,217587,"Hollow Island Weed Initial Delay",999,0,5,0,100000000,0,0,1,0,1
216567,0,0,,Immobile,999,0,1,146,500,0,0,1,0,1
216568,0,0,,Slowed,999,0,1,145,1500,0,0,1,0,1
216569,0,0,,"Mind Shock",999,0,4,136,500,0,0,1,0,1
216570,0,0,,"Mind Shock",1,0,5,0,0,0,0,1,0,1
216571,0,0,,Crippled,999,0,1,186,1000,0,0,1,0,1
216572,0,0,,Cripple,1,0,5,0,0,0,0,1,0,1
216573,0,0,,Immobilize,1,0,5,0,0,0,0,1,0,1
216574,0,0,,Slow,1,0,5,0,0,0,0,1,0,1
216575,0,0,,"Timing step 3",999,0,5,0,1000,0,0,1,0,1
216576,0,0,,"Timing step 5",999,0,5,0,1000,0,0,1,0,1
216577,0,0,,"Timing step 7",999,0,5,0,1000,0,0,1,0,1
216578,0,0,,"Timing step 9",999,0,5,0,3000,0,0,1,0,1
216579,0,0,239419,Reset,999,0,5,0,0,0,0,1,0,1
216580,0,0,,"Refresh Outfit",1,0,5,588,800,0,0,1,0,0
216581,0,0,,"Cleanse Outfit",1,0,5,588,800,0,0,1,0,0
216582,0,0,,"Enliven Outfit",1,0,5,588,800,0,0,1,0,0
216583,0,0,,"Invigorate Outfit",1,0,5,588,800,0,0,1,0,0
216584,0,0,,"Purify Outfit",1,0,5,588,800,0,0,1,0,0
216585,0,0,,"Restore Outfit",1,0,5,588,800,0,0,1,0,0
216586,0,0,,"Rouse Outfit",1,0,5,588,800,0,0,1,0,0
216603,0,0,216602,"Blessing of Life",1,0,2,589,0,0,0,1,0,1
216604,0,0,216602,"Blessing of Life",1,0,2,589,0,0,0,1,0,1
216605,0,0,216602,"Blessing of Life",1,0,2,589,0,0,0,1,0,1
216606,0,0,216602,"Blessing of Life",1,0,2,589,0,0,0,1,0,1
216607,0,0,216602,"Blessing of Life",1,0,2,589,0,0,0,1,0,1
216608,0,0,216602,"Blessing of Life",1,0,2,589,0,0,0,1,0,1
216609,0,0,216602,"Blessing of Life",1,0,2,589,0,0,0,1,0,1
216610,0,0,216602,"Blessing of Life",1,0,2,589,0,0,0,1,0,1
216611,0,0,216612,Lifeblood,1,0,2,590,3200,0,0,1,0,0
216698,216699,0,,"Rumble of Distant Thunder",19,734,5,222,6000,25,350,1,0,0
