id,name,answer,keywords,playfield_id,xcoord,ycoord
622,"Tuq'usk","Inferno, South of Frontier",Tuqusk,4605,2283,2069
623,Turk,"Adonis, Abyss N",,4873,1755,2184
624,"Twin Altars","Broken Shores",,665,400,2250
625,"Tyro Beasthandler","Inferno, 255 Incarnator",,4605,3366,3049
626,"Uklesh The Frozen","Temple Of The Three Winds, Greater Tir County",,647,0,0
627,"Umbral Prisoner","Milky Way","umbral prisoner",625,4956,816
628,"Uncle Bazzit","Newland Desert, in his workshop (Meetmedere grid exit)","AI Quest Social Clothing",565,1545,2725
629,"Unicorn Access Supervisor","Unicorn Outpost, in front of S42",,4364,241,344
630,"Unicorn Landing Beacon","Andromoda, Nepal, north of ICC HQ",,655,3440,1308
631,"Unredeemed Temple Inferno",Inferno,"",4605,3724,3414
632,"Upper Stret East Bank","in the central part of the world. No grid access or whompa. To the north (w) of Upper Stret East Bank is Aegean and north (e) Varmint Woods, to the east is Central Artery Valley, to the west is Stret West Bank, southeast is 4Holes, south is Stret East Bank, se is S.Artery Valley.","Upper East Stret Bank Upperstreteastbank Upper Stret Eastbank",650,0,0
633,Ushamaham,"Inferno, South of Frontier","",4605,2069,2219
634,"Ushap'ing",Inferno,"",4605,3509,1417
635,"Varmint Woods","in the southeast part of the world. No grid but there are woompa's to Tir, Wine, and Wailing Wastes at 2484 x 2106. To the north of Varmnit Woods is Newland Desert, to the south is Central Artery Valley and Stret East bank, east is Greater Tir County, west is Aegean","Vermint Woods Varmint Wood Varmintwoods",600,2484,2106
636,"Vergil Aeneid","Condemned Subway",,0,0,0
637,"Vergil Aeneid (raid)","Condemned Subway 201+, after the Bloodcreeper",,0,0,0
638,"Victor Nonya","Inferno, near Oasis. Spirits quest boss.","",4605,2138,1878
639,"Vile Spirit","Adonis, 1541 x 500 S and 1751 x 2244 N",,4872,0,0
640,Virgo,"Pandemonium, West Node",,0,0,0
641,"Wailing Wastes","in the northwest part of the world. No grid access, but has whompas at 1370 x 1735 to Athens, Avalon, and Varmit Woods. To the north is Avalon, to the south is Athen Shire, no zones to east and west. Clan OP with scanner at 2430 x 3380","WW Waleing Wastes Waling Waste Wailingwastes",551,1370,1735
642,"Waning Soul","Elysium, E Whispervale and 115 Inc",,0,0,0
643,"Warchief Skawt","The Reck","warchief skawt",750,1837,966
644,Wardog,"The Reck",wardog,750,1763,1715
645,"Wartorn Valley","in the northeast part of the world. No grid or whompa. To the north, east and west of Wartorn Valley is Aegean, to the south is gate to Athen Old.","Warton Valley Wartornvalley",586,0,0
646,Waywaqa,Inferno,"",4605,3275,1454
647,"Weakened Chimera","Inferno, East of the Portal to Pen, around the +10 ring dungeon",,4005,1090,400
648,"Wicked Soul Dredge","Adonis, NE",,4872,1530,547
649,"Will To Fight","Stret West Bank, east of Reet Retreet. You must be L75 or above to enter.","Pvp Dungeon",790,2245,3124
650,"Windcaller Karrec","ICC (S in a shipping container)","TOTW Temple Of The Three Winds",655,3212,789
651,"Windcaller Yatilla","Temple Of The Three Winds, Greater Tir County",,647,0,0
652,Wine,"Belial Forest (east side of the world) with whompas to Broken Shores and Varmint Woods at 2150 x 2319.  A clan town.",,605,2150,2319
653,"Wounded Predator","Elysium, South of Remnans",,0,0,0
654,"Xark the Battletoad","Inferno, Xarks Lair, NE of Yuttos","",4605,2931,2030
655,Zias,"Elysium, inside mountains SW and NW",,0,0,0
656,"Zibell The Wanderer","Central Artery Valley",,590,3432,2649
657,Zodiac,"Pandemonium Caina, NE of the garden statues. Portal boss for entering pandemonium","",4328,190,85
658,"Zoftig Blimp","Mort, City of Hope",,560,0,0
659,"Zyvania Bagh",ICC,"steps of madness som",655,3158,900
660,"Binyacht the Faithful","totw 201+, entrance hall",,0,0,0
661,"Guardian of the Three","totw 201+, in the big central hall",,0,0,0
662,"The Immortal Summoner","totw 201+, halfway to Lien",,0,0,0
663,"Lien the Memory-Devourer","totw 201+, western path",,0,0,0
664,"The Loremaster","totw 201+, central path, next to Nematet's room",,0,0,0
665,"Nematet the Subjugator of Time","totw 201+, central path",,0,0,0
666,"Aegis of Tomorrow","totw 201+, eastern path halfway",,0,0,0
667,"Gartua the Gate Guardian","totw 201+, eastern path",,0,0,0
668,"Aztur the Immortal (raid)","totw 201+, eastern path",,0,0,0
669,"Khalum the Weaver of Flesh","totw 201+, eastern path",,0,0,0
670,"Uklesh the Beguiling","totw 201+, eastern path",,0,0,0
671,"Unrelenting Fear","Steps of Madness in Omni Forest",,716,800,2844
672,"Pulsing hatred","Steps of Madness in Omni Forest",,716,800,2844
673,"Notum Habit","Steps of Madness in Omni Forest",,716,800,2844
674,"Sanity's Edge","Steps of Madness in Omni Forest",,716,800,2844
675,"Thief of Reason","Steps of Madness in Omni Forest",,716,800,2844
676,"Fragment of Sanity","Steps of Madness in Omni Forest",,716,800,2844
677,Jealousy,"Steps of Madness in Omni Forest",,716,800,2844
678,"Betrayer of Memory","Steps of Madness in Omni Forest",,716,800,2844
679,"Mind Shard","Steps of Madness in Omni Forest",,716,800,2844
680,"Abmouth Indomitus","Coast of Peace","abby",556,3150,1550
681,Atma,"Stret East Bank, north of 7M",,650,1900,3000
682,"Cerubin The Reborn","Avalon, ESE of 8L",,505,2100,280
683,"T.A.M.","The Longest Road, NE of 6R","tam",795,1130,1530
684,"Zaal The Immortal","Southern Artery Valley, right next to 7M",,610,1730,1200
