# table: symbiant
id,name,ql,slot_id,treatment_req,level_req,unit
235665,"Moronic Right Arm Symbiant, Infantry Unit Aban",5,11,36,4,Infantry
236110,"Moronic Right Arm Symbiant, Support Unit Aban",5,11,36,4,Support
235546,"Moronic Right Hand Symbiant, Artillery Unit Aban",5,13,36,4,Artillery
236439,"Moronic Right Hand Symbiant, Control Unit Aban",5,13,36,4,Control
235989,"Moronic Right Hand Symbiant, Extermination Unit Aban",5,13,36,4,Extermination
235765,"Moronic Right Hand Symbiant, Infantry Unit Aban",5,13,36,4,Infantry
236220,"Moronic Right Hand Symbiant, Support Unit Aban",5,13,36,4,Support
235494,"Moronic Right Wrist Symbiant, Artillery Unit Aban",5,12,36,4,Artillery
236386,"Moronic Right Wrist Symbiant, Control Unit Aban",5,12,36,4,Control
235937,"Moronic Right Wrist Symbiant, Extermination Unit Aban",5,12,36,4,Extermination
235715,"Moronic Right Wrist Symbiant, Infantry Unit Aban",5,12,36,4,Infantry
236166,"Moronic Right Wrist Symbiant, Support Unit Aban",5,12,36,4,Support
235564,"Moronic Thigh Symbiant, Artillery Unit Aban",5,6,36,4,Artillery
236457,"Moronic Thigh Symbiant, Control Unit Aban",5,6,36,4,Control
236007,"Moronic Thigh Symbiant, Extermination Unit Aban",5,6,36,4,Extermination
235783,"Moronic Thigh Symbiant, Infantry Unit Aban",5,6,36,4,Infantry
236237,"Moronic Thigh Symbiant, Support Unit Aban",5,6,36,4,Support
235511,"Moronic Waist Symbiant, Artillery Unit Aban",5,5,36,4,Artillery
236404,"Moronic Waist Symbiant, Control Unit Aban",5,5,36,4,Control
235954,"Moronic Waist Symbiant, Extermination Unit Aban",5,5,36,4,Extermination
235731,"Moronic Waist Symbiant, Infantry Unit Aban",5,5,36,4,Infantry
236185,"Moronic Waist Symbiant, Support Unit Aban",5,5,36,4,Support
235410,"Moving Brain Symbiant, Artillery Unit Aban",80,2,479,59,Artillery
236305,"Moving Brain Symbiant, Control Unit Aban",80,2,479,59,Control
235464,"Moving Chest Symbiant, Artillery Unit Aban",80,4,479,59,Artillery
236356,"Moving Chest Symbiant, Control Unit Aban",80,4,479,59,Control
235686,"Moving Chest Symbiant, Infantry Unit Aban",80,4,479,59,Infantry
235430,"Moving Ear Symbiant, Artillery Unit Aban",80,3,479,59,Artillery
235872,"Moving Ear Symbiant, Extermination Unit Aban",80,3,479,59,Extermination
235603,"Moving Feet Symbiant, Artillery Unit Aban",80,7,479,59,Artillery
235821,"Moving Feet Symbiant, Infantry Unit Aban",80,7,479,59,Infantry
236274,"Moving Feet Symbiant, Support Unit Aban",80,7,479,59,Support
235483,"Moving Left Arm Symbiant, Artillery Unit Aban",80,8,479,59,Artillery
235704,"Moving Left Arm Symbiant, Infantry Unit Aban",80,8,479,59,Infantry
235584,"Moving Left Hand Symbiant, Artillery Unit Aban",80,10,479,59,Artillery
235804,"Moving Left Hand Symbiant, Infantry Unit Aban",80,10,479,59,Infantry
236258,"Moving Left Hand Symbiant, Support Unit Aban",80,10,479,59,Support
236290,"Moving Ocular Symbiant, Control Unit Aban",80,1,479,59,Control
236064,"Moving Ocular Symbiant, Support Unit Aban",80,1,479,59,Support
235449,"Moving Right Arm Symbiant, Artillery Unit Aban",80,11,479,59,Artillery
235667,"Moving Right Arm Symbiant, Infantry Unit Aban",80,11,479,59,Infantry
235552,"Moving Right Hand Symbiant, Artillery Unit Aban",80,13,479,59,Artillery
235993,"Moving Right Hand Symbiant, Extermination Unit Aban",80,13,479,59,Extermination
235771,"Moving Right Hand Symbiant, Infantry Unit Aban",80,13,479,59,Infantry
235944,"Moving Right Wrist Symbiant, Extermination Unit Aban",80,12,479,59,Extermination
235720,"Moving Right Wrist Symbiant, Infantry Unit Aban",80,12,479,59,Infantry
236173,"Moving Right Wrist Symbiant, Support Unit Aban",80,12,479,59,Support
235568,"Moving Thigh Symbiant, Artillery Unit Aban",80,6,479,59,Artillery
236462,"Moving Thigh Symbiant, Control Unit Aban",80,6,479,59,Control
236012,"Moving Thigh Symbiant, Extermination Unit Aban",80,6,479,59,Extermination
235786,"Moving Thigh Symbiant, Infantry Unit Aban",80,6,479,59,Infantry
236410,"Moving Waist Symbiant, Control Unit Aban",80,5,479,59,Control
236302,"Neglectful Brain Symbiant, Control Unit Aban",25,2,154,19,Control
235853,"Neglectful Brain Symbiant, Extermination Unit Aban",25,2,154,19,Extermination
235636,"Neglectful Brain Symbiant, Infantry Unit Aban",25,2,154,19,Infantry
236077,"Neglectful Brain Symbiant, Support Unit Aban",25,2,154,19,Support
235904,"Neglectful Chest Symbiant, Extermination Unit Aban",25,4,154,19,Extermination
235649,"Neglectful Ear Symbiant, Infantry Unit Aban",25,3,154,19,Infantry
236493,"Neglectful Feet Symbiant, Control Unit Aban",25,7,154,19,Control
235701,"Neglectful Left Arm Symbiant, Infantry Unit Aban",25,8,154,19,Infantry
236148,"Neglectful Left Arm Symbiant, Support Unit Aban",25,8,154,19,Support
235583,"Neglectful Left Hand Symbiant, Artillery Unit Aban",25,10,154,19,Artillery
236477,"Neglectful Left Hand Symbiant, Control Unit Aban",25,10,154,19,Control
236256,"Neglectful Left Hand Symbiant, Support Unit Aban",25,10,154,19,Support
235532,"Neglectful Left Wrist Symbiant, Artillery Unit Aban",25,9,154,19,Artillery
235749,"Neglectful Left Wrist Symbiant, Infantry Unit Aban",25,9,154,19,Infantry
236206,"Neglectful Left Wrist Symbiant, Support Unit Aban",25,9,154,19,Support
235617,"Neglectful Ocular Symbiant, Infantry Unit Aban",25,1,154,19,Infantry
235444,"Neglectful Right Arm Symbiant, Artillery Unit Aban",25,11,154,19,Artillery
236337,"Neglectful Right Arm Symbiant, Control Unit Aban",25,11,154,19,Control
235888,"Neglectful Right Arm Symbiant, Extermination Unit Aban",25,11,154,19,Extermination
236112,"Neglectful Right Arm Symbiant, Support Unit Aban",25,11,154,19,Support
235549,"Neglectful Right Hand Symbiant, Artillery Unit Aban",25,13,154,19,Artillery
236222,"Neglectful Right Hand Symbiant, Support Unit Aban",25,13,154,19,Support
235497,"Neglectful Right Wrist Symbiant, Artillery Unit Aban",25,12,154,19,Artillery
236390,"Neglectful Right Wrist Symbiant, Control Unit Aban",25,12,154,19,Control
235940,"Neglectful Right Wrist Symbiant, Extermination Unit Aban",25,12,154,19,Extermination
235717,"Neglectful Right Wrist Symbiant, Infantry Unit Aban",25,12,154,19,Infantry
235567,"Neglectful Thigh Symbiant, Artillery Unit Aban",25,6,154,19,Artillery
236459,"Neglectful Thigh Symbiant, Control Unit Aban",25,6,154,19,Control
235785,"Neglectful Thigh Symbiant, Infantry Unit Aban",25,6,154,19,Infantry
236240,"Neglectful Thigh Symbiant, Support Unit Aban",25,6,154,19,Support
235512,"Neglectful Waist Symbiant, Artillery Unit Aban",25,5,154,19,Artillery
235733,"Neglectful Waist Symbiant, Infantry Unit Aban",25,5,154,19,Infantry
236188,"Neglectful Waist Symbiant, Support Unit Aban",25,5,154,19,Support
235412,"Operative Brain Symbiant, Artillery Unit Aban",110,2,656,81,Artillery
236306,"Operative Brain Symbiant, Control Unit Aban",110,2,656,81,Control
235639,"Operative Brain Symbiant, Infantry Unit Aban",110,2,656,81,Infantry
236357,"Operative Chest Symbiant, Control Unit Aban",110,4,656,81,Control
235908,"Operative Chest Symbiant, Extermination Unit Aban",110,4,656,81,Extermination
236132,"Operative Chest Symbiant, Support Unit Aban",110,4,656,81,Support
235432,"Operative Ear Symbiant, Artillery Unit Aban",110,3,656,81,Artillery
236321,"Operative Ear Symbiant, Control Unit Aban",110,3,656,81,Control
236101,"Operative Ear Symbiant, Support Unit Aban",110,3,656,81,Support
236496,"Operative Feet Symbiant, Control Unit Aban",110,7,656,81,Control
236048,"Operative Feet Symbiant, Extermination Unit Aban",110,7,656,81,Extermination
235823,"Operative Feet Symbiant, Infantry Unit Aban",110,7,656,81,Infantry
236374,"Operative Left Arm Symbiant, Control Unit Aban",110,8,656,81,Control
235926,"Operative Left Arm Symbiant, Extermination Unit Aban",110,8,656,81,Extermination
235707,"Operative Left Arm Symbiant, Infantry Unit Aban",110,8,656,81,Infantry
235586,"Operative Left Hand Symbiant, Artillery Unit Aban",110,10,656,81,Artillery
236482,"Operative Left Hand Symbiant, Control Unit Aban",110,10,656,81,Control
236031,"Operative Left Hand Symbiant, Extermination Unit Aban",110,10,656,81,Extermination
236260,"Operative Left Hand Symbiant, Support Unit Aban",110,10,656,81,Support
235976,"Operative Left Wrist Symbiant, Extermination Unit Aban",110,9,656,81,Extermination
236211,"Operative Left Wrist Symbiant, Support Unit Aban",110,9,656,81,Support
235841,"Operative Ocular Symbiant, Extermination Unit Aban",110,1,656,81,Extermination
235554,"Operative Right Hand Symbiant, Artillery Unit Aban",110,13,656,81,Artillery
236446,"Operative Right Hand Symbiant, Control Unit Aban",110,13,656,81,Control
236227,"Operative Right Hand Symbiant, Support Unit Aban",110,13,656,81,Support
235946,"Operative Right Wrist Symbiant, Extermination Unit Aban",110,12,656,81,Extermination
236175,"Operative Right Wrist Symbiant, Support Unit Aban",110,12,656,81,Support
235569,"Operative Thigh Symbiant, Artillery Unit Aban",110,6,656,81,Artillery
235789,"Operative Thigh Symbiant, Infantry Unit Aban",110,6,656,81,Infantry
235517,"Operative Waist Symbiant, Artillery Unit Aban",110,5,656,81,Artillery
236411,"Operative Waist Symbiant, Control Unit Aban",110,5,656,81,Control
235737,"Operative Waist Symbiant, Infantry Unit Aban",110,5,656,81,Infantry
236193,"Operative Waist Symbiant, Support Unit Aban",110,5,656,81,Support
235418,"Persisting Brain Symbiant, Artillery Unit Aban",220,2,1406,161,Artillery
235862,"Persisting Brain Symbiant, Extermination Unit Aban",220,2,1406,161,Extermination
236086,"Persisting Brain Symbiant, Support Unit Aban",220,2,1406,161,Support
235914,"Persisting Chest Symbiant, Extermination Unit Aban",220,4,1406,161,Extermination
235693,"Persisting Chest Symbiant, Infantry Unit Aban",220,4,1406,161,Infantry
236328,"Persisting Ear Symbiant, Control Unit Aban",220,3,1406,161,Control
236106,"Persisting Ear Symbiant, Support Unit Aban",220,3,1406,161,Support
236502,"Persisting Feet Symbiant, Control Unit Aban",220,7,1406,161,Control
236052,"Persisting Feet Symbiant, Extermination Unit Aban",220,7,1406,161,Extermination
235488,"Persisting Left Arm Symbiant, Artillery Unit Aban",220,8,1406,161,Artillery
236378,"Persisting Left Arm Symbiant, Control Unit Aban",220,8,1406,161,Control
235710,"Persisting Left Arm Symbiant, Infantry Unit Aban",220,8,1406,161,Infantry
235591,"Persisting Left Hand Symbiant, Artillery Unit Aban",220,10,1406,161,Artillery
236036,"Persisting Left Hand Symbiant, Extermination Unit Aban",220,10,1406,161,Extermination
236267,"Persisting Left Hand Symbiant, Support Unit Aban",220,10,1406,161,Support
236431,"Persisting Left Wrist Symbiant, Control Unit Aban",220,9,1406,161,Control
235983,"Persisting Left Wrist Symbiant, Extermination Unit Aban",220,9,1406,161,Extermination
236216,"Persisting Left Wrist Symbiant, Support Unit Aban",220,9,1406,161,Support
219140,"Persisting Ocular Symbiant, Artillery Unit Aban",220,1,1406,161,Artillery
236295,"Persisting Ocular Symbiant, Control Unit Aban",220,1,1406,161,Control
235626,"Persisting Ocular Symbiant, Infantry Unit Aban",220,1,1406,161,Infantry
235456,"Persisting Right Arm Symbiant, Artillery Unit Aban",220,11,1406,161,Artillery
236344,"Persisting Right Arm Symbiant, Control Unit Aban",220,11,1406,161,Control
235676,"Persisting Right Arm Symbiant, Infantry Unit Aban",220,11,1406,161,Infantry
235558,"Persisting Right Hand Symbiant, Artillery Unit Aban",220,13,1406,161,Artillery
236453,"Persisting Right Hand Symbiant, Control Unit Aban",220,13,1406,161,Control
236002,"Persisting Right Hand Symbiant, Extermination Unit Aban",220,13,1406,161,Extermination
235777,"Persisting Right Hand Symbiant, Infantry Unit Aban",220,13,1406,161,Infantry
236397,"Persisting Right Wrist Symbiant, Control Unit Aban",220,12,1406,161,Control
236180,"Persisting Right Wrist Symbiant, Support Unit Aban",220,12,1406,161,Support
236470,"Persisting Thigh Symbiant, Control Unit Aban",220,6,1406,161,Control
235794,"Persisting Thigh Symbiant, Infantry Unit Aban",220,6,1406,161,Infantry
236417,"Persisting Waist Symbiant, Control Unit Aban",220,5,1406,161,Control
235742,"Persisting Waist Symbiant, Infantry Unit Aban",220,5,1406,161,Infantry
236198,"Persisting Waist Symbiant, Support Unit Aban",220,5,1406,161,Support
235413,"Prevailing Brain Symbiant, Artillery Unit Aban",120,2,715,88,Artillery
235857,"Prevailing Brain Symbiant, Extermination Unit Aban",120,2,715,88,Extermination
236082,"Prevailing Brain Symbiant, Support Unit Aban",120,2,715,88,Support
236133,"Prevailing Chest Symbiant, Support Unit Aban",120,4,715,88,Support
235874,"Prevailing Ear Symbiant, Extermination Unit Aban",120,3,715,88,Extermination
236497,"Prevailing Feet Symbiant, Control Unit Aban",120,7,715,88,Control
235824,"Prevailing Feet Symbiant, Infantry Unit Aban",120,7,715,88,Infantry
236276,"Prevailing Feet Symbiant, Support Unit Aban",120,7,715,88,Support
235927,"Prevailing Left Arm Symbiant, Extermination Unit Aban",120,8,715,88,Extermination
236154,"Prevailing Left Arm Symbiant, Support Unit Aban",120,8,715,88,Support
235587,"Prevailing Left Hand Symbiant, Artillery Unit Aban",120,10,715,88,Artillery
235805,"Prevailing Left Hand Symbiant, Infantry Unit Aban",120,10,715,88,Infantry
236261,"Prevailing Left Hand Symbiant, Support Unit Aban",120,10,715,88,Support
235536,"Prevailing Left Wrist Symbiant, Artillery Unit Aban",120,9,715,88,Artillery
236426,"Prevailing Left Wrist Symbiant, Control Unit Aban",120,9,715,88,Control
235977,"Prevailing Left Wrist Symbiant, Extermination Unit Aban",120,9,715,88,Extermination
235622,"Prevailing Ocular Symbiant, Infantry Unit Aban",120,1,715,88,Infantry
236066,"Prevailing Ocular Symbiant, Support Unit Aban",120,1,715,88,Support
235451,"Prevailing Right Arm Symbiant, Artillery Unit Aban",120,11,715,88,Artillery
235892,"Prevailing Right Arm Symbiant, Extermination Unit Aban",120,11,715,88,Extermination
235670,"Prevailing Right Arm Symbiant, Infantry Unit Aban",120,11,715,88,Infantry
236114,"Prevailing Right Arm Symbiant, Support Unit Aban",120,11,715,88,Support
235995,"Prevailing Right Hand Symbiant, Extermination Unit Aban",120,13,715,88,Extermination
235947,"Prevailing Right Wrist Symbiant, Extermination Unit Aban",120,12,715,88,Extermination
235721,"Prevailing Right Wrist Symbiant, Infantry Unit Aban",120,12,715,88,Infantry
235518,"Prevailing Waist Symbiant, Artillery Unit Aban",120,5,715,88,Artillery
235960,"Prevailing Waist Symbiant, Extermination Unit Aban",120,5,715,88,Extermination
236194,"Prevailing Waist Symbiant, Support Unit Aban",120,5,715,88,Support
305057,"Prototype Brain Symbiant, Artillery Unit",1,2,12,1,Artillery
305058,"Prototype Brain Symbiant, Artillery Unit",250,2,1200,200,Artillery
305117,"Prototype Brain Symbiant, Control Unit",1,2,12,1,Control
305118,"Prototype Brain Symbiant, Control Unit",250,2,1200,200,Control
305143,"Prototype Brain Symbiant, Extermination Unit",1,2,12,1,Extermination
305144,"Prototype Brain Symbiant, Extermination Unit",250,2,1200,200,Extermination
305169,"Prototype Brain Symbiant, Infantry Unit",1,2,12,1,Infantry
305170,"Prototype Brain Symbiant, Infantry Unit",250,2,1200,200,Infantry
305195,"Prototype Brain Symbiant, Support Unit",1,2,12,1,Support
305196,"Prototype Brain Symbiant, Support Unit",250,2,1200,200,Support
305063,"Prototype Chest Symbiant, Artillery Unit",1,4,12,1,Artillery
305064,"Prototype Chest Symbiant, Artillery Unit",250,4,1200,200,Artillery
305149,"Prototype Chest Symbiant, Extermination Unit",1,4,12,1,Extermination
305150,"Prototype Chest Symbiant, Extermination Unit",250,4,1200,200,Extermination
305175,"Prototype Chest Symbiant, Infantry Unit",1,4,12,1,Infantry
305176,"Prototype Chest Symbiant, Infantry Unit",250,4,1200,200,Infantry
305201,"Prototype Chest Symbiant, Support Unit",1,4,12,1,Support
305202,"Prototype Chest Symbiant, Support Unit",250,4,1200,200,Support
305123,"Prototype Chest Symbiant. Control Unit",1,4,12,1,Control
305124,"Prototype Chest Symbiant. Control Unit",250,4,1200,200,Control
305061,"Prototype Ear Symbiant, Artillery Unit",1,3,12,1,Artillery
305062,"Prototype Ear Symbiant, Artillery Unit",250,3,1200,200,Artillery
305121,"Prototype Ear Symbiant, Control Unit",1,3,2,1,Control
305122,"Prototype Ear Symbiant, Control Unit",250,3,1200,200,Control
305147,"Prototype Ear Symbiant, Extermination Unit",1,3,12,1,Extermination
305148,"Prototype Ear Symbiant, Extermination Unit",250,3,1200,200,Extermination
305173,"Prototype Ear Symbiant, Infantry Unit",1,3,12,1,Infantry
305174,"Prototype Ear Symbiant, Infantry Unit",250,3,1200,200,Infantry
305199,"Prototype Ear Symbiant, Support Unit",1,3,12,1,Support
305200,"Prototype Ear Symbiant, Support Unit",250,3,1200,200,Support
305115,"Prototype Feet Symbiant, Artillery Unit",1,7,12,1,Artillery
305116,"Prototype Feet Symbiant, Artillery Unit",250,7,1200,200,Artillery
305141,"Prototype Feet Symbiant, Control Unit",1,7,12,1,Control
305142,"Prototype Feet Symbiant, Control Unit",250,7,1200,200,Control
305167,"Prototype Feet Symbiant, Extermination Unit",1,7,12,1,Extermination
305168,"Prototype Feet Symbiant, Extermination Unit",250,7,1200,200,Extermination
305193,"Prototype Feet Symbiant, Infantry Unit",1,7,12,1,Infantry
305194,"Prototype Feet Symbiant, Infantry Unit",250,7,1200,200,Infantry
305219,"Prototype Feet Symbiant, Support Unit",1,7,12,1,Support
305220,"Prototype Feet Symbiant, Support Unit",250,7,1200,200,Support
305065,"Prototype Left Arm Symbiant, Artillery Unit",1,8,12,1,Artillery
305066,"Prototype Left Arm Symbiant, Artillery Unit",250,8,1200,200,Artillery
305125,"Prototype Left Arm Symbiant, Control Unit",1,8,12,1,Control
305126,"Prototype Left Arm Symbiant, Control Unit",250,8,1200,200,Control
305151,"Prototype Left Arm Symbiant, Extermination Unit",1,8,12,1,Extermination
305152,"Prototype Left Arm Symbiant, Extermination Unit",250,8,1200,200,Extermination
305177,"Prototype Left Arm Symbiant, Infantry Unit",1,8,12,1,Infantry
305178,"Prototype Left Arm Symbiant, Infantry Unit",250,8,1200,200,Infantry
305203,"Prototype Left Arm Symbiant, Support Unit",1,8,12,1,Support
305204,"Prototype Left Arm Symbiant, Support Unit",250,8,1200,200,Support
305067,"Prototype Left Hand Symbiant, Artillery Unit",1,10,12,1,Artillery
305068,"Prototype Left Hand Symbiant, Artillery Unit",250,10,1200,200,Artillery
305127,"Prototype Left Hand Symbiant, Control Unit",1,10,12,1,Control
305128,"Prototype Left Hand Symbiant, Control Unit",250,10,1200,200,Control
305153,"Prototype Left Hand Symbiant, Extermination Unit",1,10,12,1,Extermination
305154,"Prototype Left Hand Symbiant, Extermination Unit",250,10,1200,200,Extermination
305179,"Prototype Left Hand Symbiant, Infantry Unit",1,10,12,1,Infantry
305180,"Prototype Left Hand Symbiant, Infantry Unit",250,10,1200,200,Infantry
305205,"Prototype Left Hand Symbiant, Support Unit",1,10,12,1,Support
305206,"Prototype Left Hand Symbiant, Support Unit",250,10,1200,200,Support
305069,"Prototype Left Wrist Symbiant, Artillery Unit",1,9,12,1,Artillery
305070,"Prototype Left Wrist Symbiant, Artillery Unit",250,9,1200,200,Artillery
305129,"Prototype Left Wrist Symbiant, Control Unit",1,9,12,1,Control
305130,"Prototype Left Wrist Symbiant, Control Unit",250,9,1200,200,Control
305155,"Prototype Left Wrist Symbiant, Extermination Unit",1,9,12,1,Extermination
305156,"Prototype Left Wrist Symbiant, Extermination Unit",250,9,1200,200,Extermination
305181,"Prototype Left Wrist Symbiant, Infantry Unit",1,9,12,1,Infantry
305182,"Prototype Left Wrist Symbiant, Infantry Unit",250,9,1200,200,Infantry
305207,"Prototype Left Wrist Symbiant, Support Unit",1,9,12,1,Support
305208,"Prototype Left Wrist Symbiant, Support Unit",250,9,1200,200,Support
305059,"Prototype Ocular Symbiant, Artillery Unit",1,1,12,1,Artillery
305060,"Prototype Ocular Symbiant, Artillery Unit",250,1,1200,200,Artillery
305119,"Prototype Ocular Symbiant, Control Unit",1,1,12,1,Control
305120,"Prototype Ocular Symbiant, Control Unit",250,1,1200,200,Control
305145,"Prototype Ocular Symbiant, Extermination Unit",1,1,12,1,Extermination
305146,"Prototype Ocular Symbiant, Extermination Unit",250,1,1200,200,Extermination
305171,"Prototype Ocular Symbiant, Infantry Unit",1,1,12,1,Infantry
305172,"Prototype Ocular Symbiant, Infantry Unit",250,1,1200,200,Infantry
305197,"Prototype Ocular Symbiant, Support Unit",1,1,12,1,Support
305198,"Prototype Ocular Symbiant, Support Unit",250,1,1200,200,Support
305183,"Prototype R Arm Symbiant, Infantry Unit",1,11,12,1,Infantry
305184,"Prototype R Arm Symbiant, Infantry Unit",250,11,1200,200,Infantry
305161,"Prototype R. Wrist Symbiant, Extermination Unit",1,12,12,1,Extermination
305162,"Prototype R. Wrist Symbiant, Extermination Unit",250,12,1200,200,Extermination
305105,"Prototype Right Arm Symbiant, Artillery Unit",1,11,12,1,Artillery
305106,"Prototype Right Arm Symbiant, Artillery Unit",250,11,1200,200,Artillery
305131,"Prototype Right Arm Symbiant, Control Unit",1,11,12,1,Control
305132,"Prototype Right Arm Symbiant, Control Unit",250,11,1200,200,Control
305157,"Prototype Right Arm Symbiant, Extermination Unit",1,11,12,1,Extermination
305158,"Prototype Right Arm Symbiant, Extermination Unit",250,11,1200,200,Extermination
305209,"Prototype Right Arm Symbiant, Support Unit",1,11,12,1,Support
305210,"Prototype Right Arm Symbiant, Support Unit",250,11,1200,200,Support
305107,"Prototype Right Hand Symbiant, Artillery Unit",1,13,12,1,Artillery
305108,"Prototype Right Hand Symbiant, Artillery Unit",250,13,1200,200,Artillery
305133,"Prototype Right Hand Symbiant, Control Unit",1,13,12,1,Control
305134,"Prototype Right Hand Symbiant, Control Unit",250,13,1200,200,Control
305159,"Prototype Right Hand Symbiant, Extermination Unit",1,13,12,1,Extermination
305160,"Prototype Right Hand Symbiant, Extermination Unit",250,13,1200,200,Extermination
305185,"Prototype Right Hand Symbiant, Infantry Unit",1,13,12,1,Infantry
305186,"Prototype Right Hand Symbiant, Infantry Unit",250,13,1200,200,Infantry
305211,"Prototype Right Hand Symbiant, Support Unit",1,13,12,1,Support
305212,"Prototype Right Hand Symbiant, Support Unit",250,13,1200,200,Support
305109,"Prototype Right Wrist Symbiant, Artillery Unit",1,12,12,1,Artillery
305110,"Prototype Right Wrist Symbiant, Artillery Unit",250,12,1200,200,Artillery
305135,"Prototype Right Wrist Symbiant, Control Unit",1,12,12,1,Control
305136,"Prototype Right Wrist Symbiant, Control Unit",250,12,1200,200,Control
305187,"Prototype Right Wrist Symbiant, Infantry Unit",1,12,12,1,Infantry
305188,"Prototype Right Wrist Symbiant, Infantry Unit",250,12,1200,200,Infantry
305213,"Prototype Right Wrist Symbiant, Support Unit",1,12,12,1,Support
305214,"Prototype Right Wrist Symbiant, Support Unit",250,12,1200,200,Support
305113,"Prototype Thigh Symbiant, Artillery Unit",1,6,12,1,Artillery
305114,"Prototype Thigh Symbiant, Artillery Unit",250,6,1200,200,Artillery
305139,"Prototype Thigh Symbiant, Control Unit",1,6,12,1,Control
305140,"Prototype Thigh Symbiant, Control Unit",250,6,1200,200,Control
305165,"Prototype Thigh Symbiant, Extermination Unit",1,6,12,1,Extermination
305166,"Prototype Thigh Symbiant, Extermination Unit",250,6,1200,200,Extermination
305191,"Prototype Thigh Symbiant, Infantry Unit",1,6,12,1,Infantry
305192,"Prototype Thigh Symbiant, Infantry Unit",250,6,1200,200,Infantry
305217,"Prototype Thigh Symbiant, Support Unit",1,6,12,1,Support
305218,"Prototype Thigh Symbiant, Support Unit",250,6,1200,200,Support
305111,"Prototype Waist Symbiant, Artillery Unit",1,5,12,1,Artillery
305112,"Prototype Waist Symbiant, Artillery Unit",250,5,1200,200,Artillery
305137,"Prototype Waist Symbiant, Control Unit",1,5,12,1,Control
305138,"Prototype Waist Symbiant, Control Unit",250,5,1200,200,Control
305163,"Prototype Waist Symbiant, Extermination Unit",1,5,12,1,Extermination
305164,"Prototype Waist Symbiant, Extermination Unit",250,5,1200,200,Extermination
305189,"Prototype Waist Symbiant, Infantry Unit",1,5,12,1,Infantry
305190,"Prototype Waist Symbiant, Infantry Unit",250,5,1200,200,Infantry
305215,"Prototype Waist Symbiant, Support Unit",1,5,12,1,Support
305216,"Prototype Waist Symbiant, Support Unit",250,5,1200,200,Support
235414,"Residing Brain Symbiant, Artillery Unit Aban",130,2,774,95,Artillery
235640,"Residing Brain Symbiant, Infantry Unit Aban",130,2,774,95,Infantry
235466,"Residing Chest Symbiant, Artillery Unit Aban",130,4,774,95,Artillery
235909,"Residing Chest Symbiant, Extermination Unit Aban",130,4,774,95,Extermination
235433,"Residing Ear Symbiant, Artillery Unit Aban",130,3,774,95,Artillery
235654,"Residing Ear Symbiant, Infantry Unit Aban",130,3,774,95,Infantry
235605,"Residing Feet Symbiant, Artillery Unit Aban",130,7,774,95,Artillery
236498,"Residing Feet Symbiant, Control Unit Aban",130,7,774,95,Control
236049,"Residing Feet Symbiant, Extermination Unit Aban",130,7,774,95,Extermination
236155,"Residing Left Arm Symbiant, Support Unit Aban",130,8,774,95,Support
235588,"Residing Left Hand Symbiant, Artillery Unit Aban",130,10,774,95,Artillery
236483,"Residing Left Hand Symbiant, Control Unit Aban",130,10,774,95,Control
235806,"Residing Left Hand Symbiant, Infantry Unit Aban",130,10,774,95,Infantry
236427,"Residing Left Wrist Symbiant, Control Unit Aban",130,9,774,95,Control
235978,"Residing Left Wrist Symbiant, Extermination Unit Aban",130,9,774,95,Extermination
235756,"Residing Left Wrist Symbiant, Infantry Unit Aban",130,9,774,95,Infantry
236291,"Residing Ocular Symbiant, Control Unit Aban",130,1,774,95,Control
235452,"Residing Right Arm Symbiant, Artillery Unit Aban",130,11,774,95,Artillery
236342,"Residing Right Arm Symbiant, Control Unit Aban",130,11,774,95,Control
235671,"Residing Right Arm Symbiant, Infantry Unit Aban",130,11,774,95,Infantry
236447,"Residing Right Hand Symbiant, Control Unit Aban",130,13,774,95,Control
235996,"Residing Right Hand Symbiant, Extermination Unit Aban",130,13,774,95,Extermination
236228,"Residing Right Hand Symbiant, Support Unit Aban",130,13,774,95,Support
235501,"Residing Right Wrist Symbiant, Artillery Unit Aban",130,12,774,95,Artillery
235722,"Residing Right Wrist Symbiant, Infantry Unit Aban",130,12,774,95,Infantry
236464,"Residing Thigh Symbiant, Control Unit Aban",130,6,774,95,Control
236243,"Residing Thigh Symbiant, Support Unit Aban",130,6,774,95,Support
235738,"Residing Waist Symbiant, Infantry Unit Aban",130,5,774,95,Infantry
236195,"Residing Waist Symbiant, Support Unit Aban",130,5,774,95,Support
235415,"Running Brain Symbiant, Artillery Unit Aban",140,2,833,103,Artillery
236307,"Running Brain Symbiant, Control Unit Aban",140,2,833,103,Control
235641,"Running Brain Symbiant, Infantry Unit Aban",140,2,833,103,Infantry
235467,"Running Chest Symbiant, Artillery Unit Aban",140,4,833,103,Artillery
236358,"Running Chest Symbiant, Control Unit Aban",140,4,833,103,Control
235910,"Running Chest Symbiant, Extermination Unit Aban",140,4,833,103,Extermination
235688,"Running Chest Symbiant, Infantry Unit Aban",140,4,833,103,Infantry
236134,"Running Chest Symbiant, Support Unit Aban",140,4,833,103,Support
235434,"Running Ear Symbiant, Artillery Unit Aban",140,3,833,103,Artillery
236322,"Running Ear Symbiant, Control Unit Aban",140,3,833,103,Control
235655,"Running Ear Symbiant, Infantry Unit Aban",140,3,833,103,Infantry
235708,"Running Left Arm Symbiant, Infantry Unit Aban",140,8,833,103,Infantry
