# Version: 18.08.58.00
id,attack_time,recharge_time,full_auto,burst,fling_shot,fast_attack,aimed_shot,brawl,sneak_attack,multi_m,multi_r
206671,210,210,,,1,0,0,0,0,,1095
206672,210,210,,,1,0,0,0,0,,1100
206705,175,200,,,0,0,0,1,0,4,
206706,175,200,,,0,0,0,1,0,821,
206707,175,200,,,0,0,0,1,0,830,
206711,500,500,,,0,0,0,0,0,4,
206712,500,500,,,0,0,0,0,0,4,
206713,500,500,,,0,0,0,0,0,8,
206714,500,500,,,0,0,0,0,0,9,
206715,500,500,,,0,0,0,0,0,14,
206716,500,500,,,0,0,0,0,0,14,
206717,500,500,,,0,0,0,0,0,20,
206718,500,500,,,0,0,0,0,0,24,
206719,500,500,,,0,0,0,0,0,38,
206720,500,500,,,0,0,0,0,0,41,
206721,500,500,,,0,0,0,0,0,55,
206722,500,500,,,0,0,0,0,0,59,
206723,500,500,,,0,0,0,0,0,59,
207033,250,250,,,0,0,0,0,0,4,
207036,250,250,,,0,0,0,0,0,4,
207037,250,250,,,0,0,0,0,0,4,
207038,250,250,,,0,0,0,0,0,4,
207039,250,250,,,0,0,0,0,0,4,
207250,210,210,,2400,0,0,0,0,0,,
207251,210,210,,2400,0,0,0,0,0,,
207252,210,210,,2400,0,0,0,0,0,,
207861,220,220,,,0,0,0,1,0,,
207862,220,220,,,0,0,0,1,0,,
207863,220,220,,,0,0,0,1,0,,
207966,120,180,,,0,1,0,1,0,400,
207967,120,180,,,0,1,0,1,0,490,
207968,120,180,,,0,1,0,1,0,500,
207973,160,210,,,0,1,0,1,0,560,
207975,160,210,,,0,1,0,1,0,592,
207976,160,210,,,0,1,0,1,0,600,
207984,240,480,,,0,1,0,1,0,,
207985,240,480,,,0,1,0,1,0,,
207988,240,480,,,0,1,0,1,0,,
207992,325,350,,,0,1,0,1,0,,
207993,325,350,,,0,1,0,1,0,,
207994,325,350,,,0,1,0,1,0,,
207995,250,250,,1500,0,0,0,0,0,,665
207996,250,250,,1500,0,0,0,0,0,,707
207997,250,250,,1500,0,0,0,0,0,,712
207998,225,250,,,0,0,0,0,0,,
207999,225,250,,,0,0,0,0,0,,
208000,225,250,,,0,0,0,0,0,,
208001,150,250,,3100,1,0,0,0,0,,
208002,150,250,,3100,1,0,0,0,0,,
208003,150,250,,3100,1,0,0,0,0,,
208004,210,210,,,0,0,0,0,0,,
208005,210,210,,,0,0,0,0,0,,
208006,210,210,,,0,0,0,0,0,,
208007,215,100,,,1,0,0,0,0,,700
208008,215,100,,,1,0,0,0,0,,745
208009,215,100,,,1,0,0,0,0,,750
208010,275,175,,,0,0,0,0,0,,669
208011,275,175,,,0,0,0,0,0,,712
208012,275,175,,,0,0,0,0,0,,717
208013,200,200,,,0,0,0,0,0,,700
208014,200,200,,,0,0,0,0,0,,740
208015,200,200,,,0,0,0,0,0,,750
208016,175,375,,,0,1,0,1,0,,
208017,175,375,,,0,1,0,1,0,,
208018,175,375,,,0,1,0,1,0,,
208019,187,202,,,0,0,0,0,0,,666
208020,187,202,,,0,0,0,0,0,,705
208021,187,202,,,0,0,0,0,0,,714
208022,140,280,,,0,0,0,0,0,,769
208023,149,298,,,0,0,0,0,0,,818
208024,150,300,,,0,0,0,0,0,,824
208025,250,230,,,1,0,1,0,0,,
208026,250,230,,,1,0,1,0,0,,
208027,250,230,,,1,0,1,0,0,,
208028,375,400,,,0,0,0,0,0,694,
208029,375,400,,,0,0,0,0,0,734,
208030,375,400,,,0,0,0,0,0,744,
208031,150,150,,1500,1,0,0,0,0,,
208032,150,150,,1500,1,0,0,0,0,,
208033,150,150,,1500,1,0,0,0,0,,
208034,150,150,,,0,0,0,0,0,,
208035,150,150,,,0,0,0,0,0,,
208036,150,150,,,0,0,0,0,0,,
208037,300,300,,,0,0,0,0,0,,174
208038,300,300,,,0,0,0,0,0,,213
208039,300,300,,,0,0,0,0,0,,217
208040,115,165,,800,0,0,0,0,0,,191
208041,115,165,,800,0,0,0,0,0,,191
208042,115,165,,800,0,0,0,0,0,,191
208043,170,170,,,0,0,1,0,0,,
208044,170,170,,,0,0,1,0,0,,
208045,170,170,,,0,0,1,0,0,,
208046,200,200,,,1,0,0,0,0,,158
208047,200,200,,,1,0,0,0,0,,194
208048,200,200,,,1,0,0,0,0,,198
208049,200,350,,,1,0,0,0,0,,
208053,200,350,,,1,0,0,0,0,,
208055,200,350,,,1,0,0,0,0,,
208056,115,200,,,1,0,0,0,0,,154
208057,115,200,,,1,0,0,0,0,,188
208058,115,200,,,1,0,0,0,0,,192
208059,220,220,,,0,1,0,1,0,,
208060,220,220,,,0,1,0,1,0,,
208061,220,220,,,0,1,0,1,0,,
208062,140,140,,,0,0,0,0,0,,158
208063,140,140,,,0,0,0,0,0,,194
208064,140,140,,,0,0,0,0,0,,198
208065,120,120,,,0,0,0,0,0,176,
208067,120,120,,,0,0,0,0,0,208,
208068,120,120,,,0,0,0,0,0,216,
208069,250,250,,,0,1,0,1,0,170,
208070,250,250,,,0,1,0,1,0,203,
208071,250,250,,,0,1,0,1,0,211,
208072,150,230,,,0,1,0,1,0,410,
208073,150,230,,,0,1,0,1,0,439,
208074,150,230,,,0,1,0,1,0,455,
208075,300,300,9000,3000,1,0,0,0,0,,
208076,300,300,9000,3000,1,0,0,0,0,,
208077,300,300,9000,3000,1,0,0,0,0,,
208078,300,300,9000,3000,1,0,0,0,0,,
208079,300,300,9000,3000,1,0,0,0,0,,
208080,220,220,,,0,0,0,1,0,,
208081,200,200,,,0,0,0,1,0,,
208082,200,200,,,0,0,0,1,0,,
208083,130,130,,,0,0,1,0,0,,
208084,130,130,,,0,0,1,0,0,,
208085,130,130,,,0,0,1,0,0,,
208086,130,130,,,0,0,1,0,0,,
208087,130,130,,,0,0,1,0,0,,
208088,130,130,,,0,0,1,0,0,,
208089,130,130,,,0,0,1,0,0,,
208090,100,100,,,0,1,0,1,0,4,
208091,124,124,,,0,1,0,1,0,49,
208092,125,125,,,0,1,0,1,0,243,
208093,149,149,,,0,1,0,1,0,291,
208094,150,150,,,0,1,0,1,0,488,
208095,174,174,,,0,1,0,1,0,535,
208096,175,175,,,0,1,0,1,0,732,
208097,199,199,,,0,1,0,1,0,779,
208098,200,200,,,0,1,0,1,0,784,
208099,250,200,,,0,0,0,0,0,,5
208100,250,200,,,0,0,0,0,0,,246
208101,250,200,,,0,0,0,0,0,,747
208102,250,200,,,0,0,0,0,0,,994
208103,250,200,,,0,0,0,0,0,,1002
208516,250,250,,,0,0,0,0,0,4,
208527,250,250,,,0,0,0,0,0,4,
209259,200,200,,,0,0,0,0,0,4,
209269,185,185,,,1,0,0,0,0,,
209270,185,185,,,1,0,0,0,0,,
209271,185,185,,,1,0,0,0,0,,
209272,185,185,,,1,0,0,0,0,,
209273,185,185,,,1,0,0,0,0,,
209283,125,125,,,0,1,0,1,0,4,
209284,125,125,,,0,1,0,1,0,101,
209285,125,125,,,0,1,0,1,0,105,
211191,600,300,,,0,0,0,1,0,,
211192,600,300,,,0,0,0,1,0,,
211193,600,300,,,0,0,0,1,0,,
211194,100,100,,,0,1,0,0,1,6,
211195,249,249,,,0,1,0,0,1,1678,
211196,250,250,,,0,1,0,0,1,1690,
211197,120,120,,,0,1,0,1,0,4,
211198,279,279,,,0,1,0,1,0,1390,
211199,280,280,,,0,1,0,1,0,1399,
211200,110,110,,,0,1,0,1,0,4,
211201,329,329,,,0,1,0,1,0,1390,
211202,330,330,,,0,1,0,1,0,1399,
211203,150,100,,,0,0,0,1,0,,
211204,349,299,,,0,0,0,1,0,,
211205,350,300,,,0,0,0,1,0,,
211206,200,220,,,0,1,0,0,1,8,
211207,300,360,,,0,1,0,0,1,1341,
211208,300,360,,,0,1,0,0,1,1349,
211209,200,220,,,0,0,1,0,0,,
211210,200,419,,,0,0,1,0,0,,
211211,200,420,,,0,0,1,0,0,,
211212,120,120,,,1,0,0,0,0,,10
211213,240,240,,,1,0,0,0,0,,1395
211214,240,240,,,1,0,0,0,0,,1400
211215,100,275,8333,2778,0,0,0,0,0,,
211216,299,375,8333,2778,0,0,0,0,0,,
211217,300,375,8333,2778,0,0,0,0,0,,
211218,100,200,,,0,0,1,0,0,,
211219,100,499,,,0,0,1,0,0,,
211220,100,500,,,0,0,1,0,0,,
211221,200,300,,,0,0,0,0,0,,
211222,200,599,,,0,0,0,0,0,,
211223,200,600,,,0,0,0,0,0,,
211224,110,110,,2778,0,0,0,0,0,,
211225,220,439,,2778,0,0,0,0,0,,
211226,220,440,,2778,0,0,0,0,0,,
211227,100,100,,,0,0,0,0,0,,10
211228,100,100,,,0,0,0,0,0,,1395
211229,100,100,,,0,0,0,0,0,,1400
211230,200,200,,,0,0,0,0,0,,12
211231,200,698,,,0,0,0,0,0,,1395
211232,200,700,,,0,0,0,0,0,,1400
211233,100,200,,,0,0,0,1,1,6,
211234,299,599,,,0,0,0,1,1,1192,
211235,300,600,,,0,0,0,1,1,1199,
211236,250,250,,,0,0,0,1,0,,
211237,250,250,,,0,0,0,1,0,,
211238,250,250,,,0,0,0,1,0,,
211239,100,200,,,0,0,0,1,0,10,
211240,100,499,,,0,0,0,1,0,1390,
211241,100,500,,,0,0,0,1,0,1400,
211242,250,250,,,0,0,0,1,0,,
211243,250,250,,,0,0,0,1,0,,
211244,250,250,,,0,0,0,1,0,,
211245,250,250,,,0,1,0,1,1,10,
211246,449,449,,,0,1,0,1,1,1390,
211247,450,450,,,0,1,0,1,1,1400,
211248,200,200,,,0,1,0,0,1,10,
211249,300,399,,,0,1,0,0,1,1390,
211250,300,400,,,0,1,0,0,1,1400,
211251,250,250,,,0,0,0,0,0,8,
211252,399,399,,,0,0,0,0,0,993,
211253,400,400,,,0,0,0,0,0,999,
211254,350,250,,,0,0,0,0,0,,
211255,350,250,,,0,0,0,0,0,,
211256,350,250,,,0,0,0,0,0,,
211257,200,200,,,1,0,0,0,0,,10
211258,399,399,,,1,0,0,0,0,,1395
211259,400,400,,,1,0,0,0,0,,1400
211260,300,300,8333,2778,0,0,0,0,0,,
211261,300,300,8333,2778,0,0,0,0,0,,
211262,300,300,8333,2778,0,0,0,0,0,,
211263,130,130,,2778,0,0,0,0,0,,10
211264,504,504,,2778,0,0,0,0,0,,1246
211265,505,505,,2778,0,0,0,0,0,,1250
211266,110,110,,,1,0,0,0,0,,5
211267,110,110,,,1,0,0,0,0,,698
211268,110,110,,,1,0,0,0,0,,700
211269,200,200,,,0,0,0,0,0,,
211270,200,200,,,0,0,0,0,0,,
211271,200,200,,,0,0,0,0,0,,
211272,250,250,,,0,0,0,0,0,,
211273,250,250,,,0,0,0,0,0,,
211274,250,250,,,0,0,0,0,0,,
211275,100,100,,,0,0,0,1,0,7,
211276,499,100,,,0,0,0,1,0,938,
211277,500,100,,,0,0,0,1,0,945,
211280,200,200,,,0,0,1,0,0,,
211281,300,300,,,0,0,1,0,0,,
211282,300,300,,,0,0,1,0,0,,
211296,0,1,,,0,0,0,0,0,,
211349,125,125,,,0,0,0,1,0,,
211350,125,125,,,0,0,0,1,0,,
211352,115,115,,,0,0,0,1,0,,
211353,120,120,,,0,0,0,1,0,,
211355,145,145,,,0,0,0,1,0,,
211357,130,130,,,0,0,0,1,0,,
211359,145,145,,,0,0,0,1,0,,
211361,165,165,,,0,0,0,1,0,,
211363,145,145,,,0,0,0,1,0,,
211365,165,165,,,0,0,0,1,0,,
211401,10,1500,,,0,0,0,0,0,,
211403,10,1500,,,0,0,0,0,0,,
212203,100,120,,2178,0,0,0,0,0,,565
212204,100,239,,2178,0,0,0,0,0,,1077
212205,100,240,,2178,0,0,0,0,0,,1082
212206,100,359,,2178,0,0,0,0,0,,1595
212207,100,360,,2178,0,0,0,0,0,,1600
212208,100,120,,,1,0,0,0,0,,565
212209,100,239,,,1,0,0,0,0,,1077
212210,100,240,,,1,0,0,0,0,,1082
212211,100,359,,,1,0,0,0,0,,1595
212212,100,360,,,1,0,0,0,0,,1600
212213,100,120,,,0,0,0,0,0,,565
212214,100,239,,,0,0,0,0,0,,1077
212215,100,240,,,0,0,0,0,0,,1082
212216,100,359,,,0,0,0,0,0,,1595
212217,100,360,,,0,0,0,0,0,,1600
212218,100,120,,3000,0,0,0,0,0,,565
212219,100,239,,3000,0,0,0,0,0,,1077
212220,100,240,,3000,0,0,0,0,0,,1082
212221,100,359,,3000,0,0,0,0,0,,1595
212222,100,360,,3000,0,0,0,0,0,,1600
212223,100,120,,,1,0,0,0,0,,565
212224,100,239,,,1,0,0,0,0,,1077
212225,100,240,,,1,0,0,0,0,,1082
212226,100,359,,,1,0,0,0,0,,1595
212227,100,360,,,1,0,0,0,0,,1600
212228,100,120,,,0,0,0,0,0,,565
212229,100,239,,,0,0,0,0,0,,1077
212230,100,240,,,0,0,0,0,0,,1082
212231,100,359,,,0,0,0,0,0,,1595
212232,100,360,,,0,0,0,0,0,,1600
212233,150,150,,3000,0,0,0,0,0,,
212234,150,150,,3000,0,0,0,0,0,,
212235,150,150,,3000,0,0,0,0,0,,
212236,150,150,,3000,0,0,0,0,0,,
212237,150,150,,3000,0,0,0,0,0,,
212238,150,150,,,0,0,0,0,0,,
212239,150,150,,,0,0,0,0,0,,
212240,150,150,,,0,0,0,0,0,,
212241,150,150,,,0,0,0,0,0,,
212242,150,150,,,0,0,0,0,0,,
212243,150,150,,3000,0,0,0,0,0,,
212244,150,150,,3000,0,0,0,0,0,,
212245,150,150,,3000,0,0,0,0,0,,
212246,150,150,,3000,0,0,0,0,0,,
212247,150,150,,3000,0,0,0,0,0,,
212248,150,150,,,0,0,0,0,0,,
212249,150,150,,,0,0,0,0,0,,
212250,150,150,,,0,0,0,0,0,,
212251,150,150,,,0,0,0,0,0,,
212252,150,150,,,0,0,0,0,0,,
212253,200,200,,,1,0,0,0,0,,
212254,200,200,,,1,0,0,0,0,,
212255,200,200,,,1,0,0,0,0,,
212256,200,200,,,1,0,0,0,0,,
212257,200,200,,,1,0,0,0,0,,
212258,200,200,,,0,0,0,0,0,,
212259,200,200,,,0,0,0,0,0,,
212260,200,200,,,0,0,0,0,0,,
212261,200,200,,,0,0,0,0,0,,
212262,200,200,,,0,0,0,0,0,,
212263,200,200,,,1,0,0,0,0,,
212264,200,200,,,1,0,0,0,0,,
212265,200,200,,,1,0,0,0,0,,
212266,200,200,,,1,0,0,0,0,,
212267,200,200,,,1,0,0,0,0,,
212268,200,200,,,0,0,0,0,0,,
212269,200,200,,,0,0,0,0,0,,
212270,200,200,,,0,0,0,0,0,,
212271,200,200,,,0,0,0,0,0,,
212272,200,200,,,0,0,0,0,0,,
212273,300,100,,3000,1,0,0,0,0,,
212274,448,100,,3000,1,0,0,0,0,,
212275,450,100,,3000,1,0,0,0,0,,
212276,598,100,,3000,1,0,0,0,0,,
212277,600,100,,3000,1,0,0,0,0,,
212278,300,100,,3000,0,0,0,0,0,,
212279,448,100,,3000,0,0,0,0,0,,
212280,450,100,,3000,0,0,0,0,0,,
212281,598,100,,3000,0,0,0,0,0,,
212282,600,100,,3000,0,0,0,0,0,,
212283,300,100,10348,,0,0,0,0,0,,
212284,448,100,10348,,0,0,0,0,0,,
212285,450,100,10348,,0,0,0,0,0,,
212286,598,100,10348,,0,0,0,0,0,,
212287,600,100,10348,,0,0,0,0,0,,
212288,300,100,10348,,1,0,0,0,0,,
212289,448,100,10348,,1,0,0,0,0,,
212290,450,100,10348,,1,0,0,0,0,,
212291,598,100,10348,,1,0,0,0,0,,
212292,600,100,10348,,1,0,0,0,0,,
212293,300,100,10348,3000,0,0,0,0,0,,
212294,448,100,10348,3000,0,0,0,0,0,,
212295,450,100,10348,3000,0,0,0,0,0,,
212296,598,100,10348,3000,0,0,0,0,0,,
212297,600,100,10348,3000,0,0,0,0,0,,
212298,300,100,,,0,0,0,0,0,,
212299,448,100,,,0,0,0,0,0,,
212300,450,100,,,0,0,0,0,0,,
212301,598,100,,,0,0,0,0,0,,
212302,600,100,,,0,0,0,0,0,,
212303,300,100,,,0,0,0,0,0,,
212304,448,100,,,0,0,0,0,0,,
212305,450,100,,,0,0,0,0,0,,
212306,598,100,,,0,0,0,0,0,,
212307,600,100,,,0,0,0,0,0,,
212308,300,100,,3000,0,0,0,0,0,,
212309,448,100,,3000,0,0,0,0,0,,
212310,450,100,,3000,0,0,0,0,0,,
212311,598,100,,3000,0,0,0,0,0,,
212312,600,100,,3000,0,0,0,0,0,,
212313,300,100,10348,,0,0,0,0,0,,
212314,448,100,10348,,0,0,0,0,0,,
212315,450,100,10348,,0,0,0,0,0,,
212316,598,100,10348,,0,0,0,0,0,,
212317,600,100,10348,,0,0,0,0,0,,
212318,300,100,,2900,1,0,0,0,0,,
212319,448,100,,2900,1,0,0,0,0,,
212320,450,100,,2900,1,0,0,0,0,,
212321,598,100,,2900,1,0,0,0,0,,
212322,600,100,,2900,1,0,0,0,0,,
212323,300,100,10348,,1,0,0,0,0,,
212324,448,100,10348,,1,0,0,0,0,,
212325,450,100,10348,,1,0,0,0,0,,
212326,598,100,10348,,1,0,0,0,0,,
212327,600,100,10348,,1,0,0,0,0,,
212328,300,100,10348,3000,0,0,0,0,0,,
212329,448,100,10348,3000,0,0,0,0,0,,
212330,450,100,10348,3000,0,0,0,0,0,,
212331,598,100,10348,3000,0,0,0,0,0,,
212332,600,100,10348,3000,0,0,0,0,0,,
212333,200,200,,,0,0,0,0,0,,
212335,250,250,,,0,0,0,0,0,,
212336,300,300,,,0,0,0,0,0,,
212337,300,300,,,0,0,0,0,0,,
212338,200,200,,,0,0,1,0,0,,
212339,250,250,,,0,0,1,0,0,,
212340,250,250,,,0,0,1,0,0,,
212341,300,300,,,0,0,1,0,0,,
212342,300,300,,,0,0,1,0,0,,
212343,200,200,,,1,0,1,0,0,,
212344,250,250,,,1,0,1,0,0,,
212345,250,250,,,1,0,1,0,0,,
212346,300,300,,,1,0,1,0,0,,
212347,300,300,,,1,0,1,0,0,,
212348,200,200,,,0,0,0,0,0,,
212349,250,250,,,0,0,0,0,0,,
212350,250,250,,,0,0,0,0,0,,
212351,300,300,,,0,0,0,0,0,,
212352,300,300,,,0,0,0,0,0,,
212353,200,200,,,0,0,1,0,0,,
212354,250,250,,,0,0,1,0,0,,
212355,250,250,,,0,0,1,0,0,,
212356,300,300,,,0,0,1,0,0,,
212357,300,300,,,0,0,1,0,0,,
212358,200,200,,,1,0,1,0,0,,
212359,250,250,,,1,0,1,0,0,,
212360,250,250,,,1,0,1,0,0,,
212361,300,300,,,1,0,1,0,0,,
212362,300,300,,,1,0,1,0,0,,
212363,300,300,,,0,0,0,0,0,,
212364,300,300,,,0,0,0,0,0,,
212365,300,300,,,0,0,0,0,0,,
212366,300,300,,,0,0,0,0,0,,
212367,300,300,,,0,0,0,0,0,,
212368,300,300,,,0,0,1,0,0,,
212369,300,300,,,0,0,1,0,0,,
212370,300,300,,,0,0,1,0,0,,
212371,300,300,,,0,0,1,0,0,,
212372,300,300,,,0,0,1,0,0,,
212373,300,300,,,0,0,1,0,0,,
212374,300,300,,,0,0,1,0,0,,
212375,300,300,,,0,0,1,0,0,,
212376,300,300,,,0,0,1,0,0,,
212377,300,300,,,0,0,1,0,0,,
212378,300,300,,,0,0,0,0,0,,
212379,300,300,,,0,0,0,0,0,,
212380,300,300,,,0,0,0,0,0,,
212381,300,300,,,0,0,0,0,0,,
212382,300,300,,,0,0,0,0,0,,
212383,200,200,,,0,0,0,0,0,565,
212384,200,200,,,0,0,0,0,0,818,
212385,200,200,,,0,0,0,0,0,1338,
212386,200,200,,,0,0,0,0,0,1591,
212387,200,200,,,0,0,0,0,0,1600,
212388,200,200,,,0,0,0,1,0,565,
212389,200,200,,,0,0,0,1,0,818,
212390,200,200,,,0,0,0,1,0,1338,
212391,200,200,,,0,0,0,1,0,1591,
212392,200,200,,,0,0,0,1,0,1600,
212394,200,200,,,0,0,0,1,0,565,
212395,200,200,,,0,0,0,1,0,818,
212396,200,200,,,0,0,0,1,0,1338,
212397,200,200,,,0,0,0,1,0,1591,
212398,200,200,,,0,0,0,1,0,1600,
212399,200,200,,,0,0,0,0,0,565,
212400,200,200,,,0,0,0,0,0,818,
212401,200,200,,,0,0,0,0,0,1338,
212402,200,200,,,0,0,0,0,0,1591,
212403,200,200,,,0,0,0,0,0,1600,
212404,200,200,,,0,0,0,0,0,565,
212405,200,200,,,0,0,0,0,0,818,
212406,200,200,,,0,0,0,0,0,1338,
212407,200,200,,,0,0,0,0,0,1591,
212408,200,200,,,0,0,0,0,0,1600,
212409,200,200,,,0,0,0,1,0,565,
212410,200,200,,,0,0,0,1,0,818,
212411,200,200,,,0,0,0,1,0,1338,
212412,200,200,,,0,0,0,1,0,1591,
212413,200,200,,,0,0,0,1,0,1600,
212414,200,200,,,0,0,0,1,0,565,
212415,200,200,,,0,0,0,1,0,818,
212416,200,200,,,0,0,0,1,0,1338,
212417,200,200,,,0,0,0,1,0,1591,
212418,200,200,,,0,0,0,1,0,1600,
212419,200,200,,,0,0,0,0,0,565,
212420,200,200,,,0,0,0,0,0,818,
212421,200,200,,,0,0,0,0,0,1338,
212422,200,200,,,0,0,0,0,0,1591,
212423,200,200,,,0,0,0,0,0,1600,
212424,200,200,,,0,0,0,0,0,565,
212425,200,200,,,0,0,0,0,0,818,
212426,200,200,,,0,0,0,0,0,1338,
212427,200,200,,,0,0,0,0,0,1591,
212428,200,200,,,0,0,0,0,0,1600,
212429,200,200,,,0,0,0,0,1,565,
212430,200,200,,,0,0,0,0,1,818,
212431,200,200,,,0,0,0,0,1,1338,
212432,200,200,,,0,0,0,0,1,1591,
212433,200,200,,,0,0,0,0,1,1600,
212434,200,200,,,0,1,0,0,0,565,
212435,200,200,,,0,1,0,0,0,818,
212436,200,200,,,0,1,0,0,0,1338,
212437,200,200,,,0,1,0,0,0,1591,
212438,200,200,,,0,1,0,0,0,1600,
212439,200,200,,,0,0,0,1,0,565,
212440,200,200,,,0,0,0,1,0,818,
212441,200,200,,,0,0,0,1,0,1338,
212442,200,200,,,0,0,0,1,0,1591,
212443,200,200,,,0,0,0,1,0,1600,
212444,200,200,,,0,0,0,0,0,565,
212445,200,200,,,0,0,0,0,0,818,
212446,200,200,,,0,0,0,0,0,1338,
212447,200,200,,,0,0,0,0,0,1591,
212448,200,200,,,0,0,0,0,0,1600,
212449,200,200,,,0,0,0,1,0,565,
212450,200,200,,,0,0,0,1,0,818,
212451,200,200,,,0,0,0,1,0,1338,
212452,200,200,,,0,0,0,1,0,1591,
212453,200,200,,,0,0,0,1,0,1600,
212454,200,200,,,0,1,0,1,0,565,
212455,200,200,,,0,1,0,1,0,818,
212456,200,200,,,0,1,0,1,0,1338,
212457,200,200,,,0,1,0,1,0,1591,
212458,200,200,,,0,1,0,1,0,1600,
212459,200,200,,,0,1,0,0,1,565,
212460,200,200,,,0,1,0,0,1,818,
212461,200,200,,,0,1,0,0,1,1338,
212462,200,200,,,0,1,0,0,1,1591,
212463,200,200,,,0,1,0,0,1,1600,
212464,200,200,,,0,1,0,1,1,565,
212465,200,200,,,0,1,0,1,1,818,
212466,200,200,,,0,1,0,1,1,1338,
212467,200,200,,,0,1,0,1,1,1591,
212468,200,200,,,0,1,0,1,1,1600,
212469,200,200,,,0,1,0,1,1,565,
212470,200,200,,,0,1,0,1,1,818,
212471,200,200,,,0,1,0,1,1,1338,
212472,200,200,,,0,1,0,1,1,1591,
212473,200,200,,,0,1,0,1,1,1600,
212474,200,200,,,0,1,0,0,1,565,
212475,200,200,,,0,1,0,0,1,818,
212476,200,200,,,0,1,0,0,1,1338,
212477,200,200,,,0,1,0,0,1,1591,
212478,200,200,,,0,1,0,0,1,1600,
212479,200,200,,,0,1,0,1,0,565,
212480,200,200,,,0,1,0,1,0,818,
212481,200,200,,,0,1,0,1,0,1338,
212482,200,200,,,0,1,0,1,0,1591,
212483,200,200,,,0,1,0,1,0,1600,
212484,200,200,,,0,0,0,1,0,565,
212485,200,200,,,0,0,0,1,0,818,
212486,200,200,,,0,0,0,1,0,1338,
212487,200,200,,,0,0,0,1,0,1591,
212488,200,200,,,0,0,0,1,0,1600,
212489,200,200,,,0,0,0,0,0,565,
212490,200,200,,,0,0,0,0,0,818,
212491,200,200,,,0,0,0,0,0,1338,
212492,200,200,,,0,0,0,0,0,1591,
212493,200,200,,,0,0,0,0,0,1600,
212494,200,200,,,0,0,0,1,0,565,
212495,200,200,,,0,0,0,1,0,818,
212496,200,200,,,0,0,0,1,0,1338,
212497,200,200,,,0,0,0,1,0,1591,
212498,200,200,,,0,0,0,1,0,1600,
212499,200,200,,,0,0,0,0,1,565,
212500,200,200,,,0,0,0,0,1,818,
212501,200,200,,,0,0,0,0,1,1338,
212502,200,200,,,0,0,0,0,1,1591,
212503,200,200,,,0,0,0,0,1,1600,
212504,200,200,,,0,1,0,0,0,565,
212505,200,200,,,0,1,0,0,0,818,
212506,200,200,,,0,1,0,0,0,1338,
212507,200,200,,,0,1,0,0,0,1591,
212508,200,200,,,0,1,0,0,0,1600,
212509,200,200,,,0,0,0,0,0,565,
212510,200,200,,,0,0,0,0,0,818,
212511,200,200,,,0,0,0,0,0,1338,
212512,200,200,,,0,0,0,0,0,1591,
212513,200,200,,,0,0,0,0,0,1600,
212514,200,200,,,0,0,0,0,0,565,
212515,200,200,,,0,0,0,0,0,818,
212516,200,200,,,0,0,0,0,0,1338,
212517,200,200,,,0,0,0,0,0,1591,
212518,200,200,,,0,0,0,0,0,1600,
212519,200,200,,,0,1,0,0,0,565,
212520,200,200,,,0,1,0,0,0,818,
212521,200,200,,,0,1,0,0,0,1338,
212522,200,200,,,0,1,0,0,0,1591,
212523,200,200,,,0,1,0,0,0,1600,
212524,200,200,,,0,0,0,0,1,565,
212525,200,200,,,0,0,0,0,1,818,
212526,200,200,,,0,0,0,0,1,1338,
212527,200,200,,,0,0,0,0,1,1591,
212528,200,200,,,0,0,0,0,1,1600,
212529,200,200,,,0,0,0,1,0,565,
212530,200,200,,,0,0,0,1,0,818,
212531,200,200,,,0,0,0,1,0,1338,
212532,200,200,,,0,0,0,1,0,1591,
212533,200,200,,,0,0,0,1,0,1600,
212534,200,200,,,0,0,0,0,0,565,
212535,200,200,,,0,0,0,0,0,818,
212536,200,200,,,0,0,0,0,0,1338,
212537,200,200,,,0,0,0,0,0,1591,
212538,200,200,,,0,0,0,0,0,1600,
212539,200,200,,,0,0,0,1,0,565,
212540,200,200,,,0,0,0,1,0,818,
212541,200,200,,,0,0,0,1,0,1338,
212542,200,200,,,0,0,0,1,0,1591,
212543,200,200,,,0,0,0,1,0,1600,
212544,200,200,,,0,1,0,1,0,565,
212545,200,200,,,0,1,0,1,0,818,
212546,200,200,,,0,1,0,1,0,1338,
212547,200,200,,,0,1,0,1,0,1591,
212548,200,200,,,0,1,0,1,0,1600,
212549,200,200,,,0,1,0,0,1,565,
212550,200,200,,,0,1,0,0,1,818,
212551,200,200,,,0,1,0,0,1,1338,
212552,200,200,,,0,1,0,0,1,1591,
212553,200,200,,,0,1,0,0,1,1600,
212554,200,200,,,0,1,0,1,1,565,
212555,200,200,,,0,1,0,1,1,818,
212556,200,200,,,0,1,0,1,1,1338,
212557,200,200,,,0,1,0,1,1,1591,
212558,200,200,,,0,1,0,1,1,1600,
212559,200,200,,,0,0,0,0,0,565,
212560,200,200,,,0,0,0,0,0,818,
212561,200,200,,,0,0,0,0,0,1338,
212562,200,200,,,0,0,0,0,0,1591,
212563,200,200,,,0,0,0,0,0,1600,
212564,200,200,,,0,1,0,1,1,565,
212565,200,200,,,0,1,0,1,1,818,
212566,200,200,,,0,1,0,1,1,1338,
212567,200,200,,,0,1,0,1,1,1591,
212568,200,200,,,0,1,0,1,1,1600,
212569,200,200,,,0,1,0,0,1,565,
212570,200,200,,,0,1,0,0,1,818,
212571,200,200,,,0,1,0,0,1,1338,
